Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
1, 0.0000, 0.8518, -0.0232, 0.0274, 0.0010, 20.4706
2, 0.0005, 0.2839, -0.0232, 0.0020, 0.0010, 20.4706
3, 0.0010, 0.8518, -0.0281, -0.0005, 0.0031, 20.4706
4, 0.0015, 0.8518, -0.0183, 0.0044, -0.0010, 20.4706
5, 0.0020, 1.4196, -0.0134, 0.0020, 0.0010, 20.4706
6, 0.0025, 1.4196, -0.0061, 0.0274, 0.0010, 20.4706
7, 0.0030, 1.4196, -0.0012, 0.0274, 0.0010, 20.4706
8, 0.0035, 0.8518, 0.0037, 0.0186, 0.0031, 20.4706
9, 0.0040, 0.2839, 0.0085, 0.0210, 0.0010, 20.4706
10, 0.0045, 1.4196, 0.0183, 0.0274, 0.0010, 20.4706
11, 0.0050, 0.2839, 0.0232, 0.0083, 0.0010, 20.4706
12, 0.0055, 0.2839, 0.0110, -0.0122, -0.0031, 20.4706
13, 0.0060, 0.0000, 0.0183, 0.0083, 0.0010, 20.4706
14, 0.0065, 0.0000, 0.0330, -0.0005, 0.0031, 20.4706
15, 0.0070, 0.2839, 0.0281, 0.0249, 0.0031, 20.4706
16, 0.0075, 0.2839, 0.0378, 0.0274, 0.0010, 20.4706
17, 0.0080, 0.8518, 0.0354, -0.0068, 0.0031, 20.4707
18, 0.0085, 0.2839, 0.0281, -0.0107, 0.0010, 20.4707
19, 0.0090, 0.2839, 0.0256, 0.0020, 0.0010, 20.4707
20, 0.0095, 0.2839, 0.0330, 0.0210, 0.0010, 20.4707
21, 0.0100, 0.2839, 0.0256, -0.0147, -0.0010, 20.4707
22, 0.0105, 0.0000, 0.0256, -0.0171, 0.0010, 20.4707
23, 0.0110, 1.4196, 0.0281, 0.0249, 0.0031, 20.4707
24, 0.0115, 0.8518, 0.0159, 0.0068, -0.0031, 20.4707
25, 0.0120, 0.0000, 0.0110, 0.0020, 0.0010, 20.4707
26, 0.0125, 0.2839, 0.0110, 0.0249, 0.0031, 20.4707
27, 0.0130, 0.2839, 0.0012, -0.0122, -0.0031, 20.4707
28, 0.0135, 0.8518, -0.0012, -0.0147, -0.0010, 20.4707
29, 0.0140, 0.0000, -0.0061, 0.0020, 0.0010, 20.4707
30, 0.0145, 0.2839, -0.0110, 0.0337, 0.0010, 20.4707
31, 0.0150, 1.4196, -0.0159, 0.0068, -0.0031, 20.4707
32, 0.0155, 0.2839, -0.0183, -0.0171, 0.0010, 20.4707
33, 0.0160, 0.2839, -0.0256, -0.0147, -0.0010, 20.4707
34, 0.0165, 0.0000, -0.0354, -0.0147, -0.0010, 20.4707
35, 0.0170, 0.0000, -0.0281, -0.0005, 0.0031, 20.4707
36, 0.0175, 0.2839, -0.0354, 0.0249, 0.0031, 20.4707
37, 0.0180, 0.2839, -0.0305, 0.0274, 0.0010, 20.4707
38, 0.0185, 0.8518, -0.0256, 0.0020, 0.0010, 20.4708
39, 0.0190, 1.4196, -0.0281, -0.0020, -0.0010, 20.4708
40, 0.0195, 0.0000, -0.0354, 0.0005, -0.0031, 20.4708
41, 0.0200, 0.0000, -0.0305, -0.0171, 0.0010, 20.4708
42, 0.0205, 0.2839, -0.0256, 0.0274, 0.0010, 20.4708
43, 0.0210, 0.2839, -0.0281, -0.0005, 0.0031, 20.4708
44, 0.0215, 0.2839, -0.0183, 0.0249, 0.0031, 20.4708
45, 0.0220, 0.2839, -0.0134, 0.0249, 0.0031, 20.4708
46, 0.0225, 0.2839, -0.0061, 0.0274, 0.0010, 20.4708
47, 0.0230, 0.8518, -0.0037, 0.0068, -0.0031, 20.4708
48, 0.0235, 0.8518, 0.0012, -0.0171, 0.0010, 20.4708
49, 0.0240, 0.2839, 0.0012, -0.0083, -0.0010, 20.4708
50, 0.0245, 0.0000, 0.0134, 0.0020, 0.0010, 20.4708
51, 0.0250, 0.0000, 0.0159, 0.0274, 0.0010, 20.4708
52, 0.0255, 0.2839, 0.0159, 0.0186, 0.0031, 20.4708
53, 0.0260, 0.2839, 0.0232, 0.0210, 0.0010, 20.4708
54, 0.0265, 1.4196, 0.0378, 0.0020, 0.0010, 20.4708
55, 0.0270, 0.8518, 0.0256, 0.0107, -0.0010, 20.4708
56, 0.0275, 0.2839, 0.0330, 0.0020, 0.0010, 20.4708
57, 0.0280, 0.8518, 0.0354, 0.0044, -0.0010, 20.4708
58, 0.0285, 0.2839, 0.0305, 0.0020, 0.0010, 20.4708
59, 0.0290, 0.2839, 0.0281, -0.0147, -0.0010, 20.4709
60, 0.0295, 0.2839, 0.0281, -0.0107, 0.0010, 20.4709
61, 0.0300, 0.2839, 0.0232, -0.0171, 0.0010, 20.4709
62, 0.0305, 0.0000, 0.0208, -0.0234, 0.0010, 20.4709
63, 0.0310, 0.0000, 0.0256, 0.0020, 0.0010, 20.4709
64, 0.0315, 0.8518, 0.0159, -0.0171, 0.0010, 20.4709
65, 0.0320, 0.2839, 0.0134, -0.0122, -0.0031, 20.4709
66, 0.0325, 0.2839, 0.0110, -0.0122, -0.0031, 20.4709
67, 0.0330, 0.2839, 0.0037, -0.0147, -0.0010, 20.4709
68, 0.0335, 0.2839, 0.0012, 0.0068, -0.0031, 20.4709
69, 0.0340, 0.8518, -0.0012, -0.0171, 0.0010, 20.4709
70, 0.0345, 0.8518, -0.0134, 0.0132, -0.0031, 20.4709
71, 0.0350, 0.2839, -0.0183, -0.0122, -0.0031, 20.4709
72, 0.0355, 0.0000, -0.0183, 0.0020, 0.0010, 20.4709
73, 0.0360, 0.2839, -0.0208, -0.0005, 0.0031, 20.4709
74, 0.0365, 0.8518, -0.0281, 0.0274, 0.0010, 20.4709
75, 0.0370, 1.4196, -0.0256, 0.0083, 0.0010, 20.4709
76, 0.0375, 0.2839, -0.0378, -0.0171, 0.0010, 20.4709
77, 0.0380, 0.0000, -0.0403, 0.0020, 0.0010, 20.4709
78, 0.0385, 0.2839, -0.0256, 0.0274, 0.0010, 20.4709
79, 0.0390, 0.8518, -0.0330, 0.0068, -0.0031, 20.4709
80, 0.0395, 0.0000, -0.0330, -0.0171, 0.0010, 20.4709
81, 0.0400, 0.2839, -0.0256, 0.0249, 0.0031, 20.4710
82, 0.0405, 0.8518, -0.0208, 0.0274, 0.0010, 20.4710
83, 0.0410, 0.2839, -0.0281, -0.0147, -0.0010, 20.4710
84, 0.0415, 0.0000, -0.0208, 0.0083, 0.0010, 20.4710
85, 0.0420, 0.8518, -0.0110, -0.0005, 0.0031, 20.4710
86, 0.0425, 0.8518, -0.0085, 0.0044, -0.0010, 20.4710
87, 0.0430, 0.2839, -0.0012, -0.0122, -0.0031, 20.4710
88, 0.0435, 0.2839, -0.0037, -0.0171, 0.0010, 20.4710
89, 0.0440, 0.0000, 0.0012, 0.0132, -0.0031, 20.4710
90, 0.0445, 0.0000, 0.0110, -0.0171, 0.0010, 20.4710
91, 0.0450, 0.0000, 0.0110, 0.0020, 0.0010, 20.4710
92, 0.0455, 0.0000, 0.0134, -0.0005, 0.0031, 20.4710
93, 0.0460, 0.2839, 0.0232, 0.0249, 0.0031, 20.4710
94, 0.0465, 0.2839, 0.0330, 0.0274, 0.0010, 20.4710
95, 0.0470, 0.2839, 0.0305, -0.0044, 0.0010, 20.4710
96, 0.0475, 0.2839, 0.0305, -0.0147, -0.0010, 20.4710
97, 0.0480, 0.0000, 0.0305, 0.0210, 0.0010, 20.4710
98, 0.0485, 0.2839, 0.0330, 0.0274, 0.0010, 20.4710
99, 0.0490, 0.2839, 0.0305, -0.0147, -0.0010, 20.4710
100, 0.0495, 0.0000, 0.0330, -0.0171, 0.0010, 20.4710
101, 0.0500, 0.2839, 0.0281, 0.0274, 0.0010, 20.4710
102, 0.0505, 0.2839, 0.0256, 0.0274, 0.0010, 20.4711
103, 0.0510, 0.8518, 0.0305, 0.0020, 0.0010, 20.4711
104, 0.0515, 0.8518, 0.0085, 0.0068, -0.0031, 20.4711
105, 0.0520, 0.0000, 0.0134, -0.0122, -0.0031, 20.4711
106, 0.0525, 0.2839, 0.0085, -0.0107, 0.0010, 20.4711
107, 0.0530, 0.0000, -0.0012, 0.0083, 0.0010, 20.4711
108, 0.0535, 0.2839, 0.0085, -0.0005, 0.0031, 20.4711
109, 0.0540, 0.8518, 0.0012, -0.0005, 0.0031, 20.4711
110, 0.0545, 0.8518, -0.0159, 0.0044, -0.0010, 20.4711
111, 0.0550, 0.2839, -0.0183, -0.0059, -0.0031, 20.4711
112, 0.0555, 0.8518, -0.0208, -0.0122, -0.0031, 20.4711
113, 0.0560, 0.0000, -0.0208, 0.0020, 0.0010, 20.4711
114, 0.0565, 0.8518, -0.0354, 0.0186, 0.0031, 20.4711
115, 0.0570, 0.2839, -0.0232, 0.0249, 0.0031, 20.4711
116, 0.0575, 0.2839, -0.0305, 0.0020, 0.0010, 20.4711
117, 0.0580, 0.8518, -0.0354, 0.0005, -0.0031, 20.4711
118, 0.0585, 0.2839, -0.0281, 0.0020, 0.0010, 20.4711
119, 0.0590, 0.2839, -0.0330, -0.0083, -0.0010, 20.4711
120, 0.0595, 0.8518, -0.0330, -0.0122, -0.0031, 20.4711
121, 0.0600, 0.2839, -0.0256, -0.0147, -0.0010, 20.4711
122, 0.0605, 0.8518, -0.0232, 0.0107, -0.0010, 20.4711
123, 0.0610, 0.2839, -0.0281, -0.0171, 0.0010, 20.4712
124, 0.0615, 0.8518, -0.0183, 0.0020, 0.0010, 20.4712
125, 0.0620, 0.8518, -0.0134, 0.0020, 0.0010, 20.4712
126, 0.0625, 0.2839, 0.0012, 0.0186, 0.0031, 20.4712
127, 0.0630, 0.2839, -0.0183, 0.0083, 0.0010, 20.4712
128, 0.0635, 0.0000, 0.0037, -0.0171, 0.0010, 20.4712
129, 0.0640, 0.8518, 0.0012, 0.0274, 0.0010, 20.4712
130, 0.0645, 0.0000, 0.0159, -0.0005, 0.0031, 20.4712
131, 0.0650, 0.0000, 0.0159, 0.0020, 0.0010, 20.4712
132, 0.0655, 0.0000, 0.0159, -0.0171, 0.0010, 20.4712
133, 0.0660, 0.0000, 0.0159, -0.0171, 0.0010, 20.4712
134, 0.0665, 0.0000, 0.0305, 0.0020, 0.0010, 20.4712
135, 0.0670, 0.0000, 0.0256, 0.0020, 0.0010, 20.4712
136, 0.0675, 0.2839, 0.0305, 0.0020, 0.0010, 20.4712
137, 0.0680, 0.0000, 0.0354, -0.0005, 0.0031, 20.4712
138, 0.0685, 0.2839, 0.0281, 0.0337, 0.0010, 20.4712
139, 0.0690, 0.2839, 0.0281, -0.0005, 0.0031, 20.4712
140, 0.0695, 0.8518, 0.0330, 0.0274, 0.0010, 20.4712
141, 0.0700, 0.2839, 0.0305, 0.0210, 0.0010, 20.4712
142, 0.0705, 0.8518, 0.0256, 0.0020, 0.0010, 20.4712
143, 0.0710, 0.8518, 0.0281, 0.0044, -0.0010, 20.4712
144, 0.0715, 0.2839, 0.0183, -0.0059, -0.0031, 20.4713
145, 0.0720, 0.0000, 0.0159, 0.0020, 0.0010, 20.4713
146, 0.0725, 0.2839, 0.0134, 0.0249, 0.0031, 20.4713
147, 0.0730, 0.8518, 0.0085, 0.0186, 0.0031, 20.4713
148, 0.0735, 1.4196, 0.0085, 0.0274, 0.0010, 20.4713
149, 0.0740, 0.8518, 0.0012, 0.0020, 0.0010, 20.4713
150, 0.0745, 0.2839, -0.0183, -0.0122, -0.0031, 20.4713
151, 0.0750, 0.0000, -0.0232, 0.0020, 0.0010, 20.4713
152, 0.0755, 0.0000, -0.0159, -0.0068, 0.0031, 20.4713
153, 0.0760, 0.2839, -0.0208, 0.0249, 0.0031, 20.4713
154, 0.0765, 1.4196, -0.0354, 0.0083, 0.0010, 20.4713
155, 0.0770, 0.2839, -0.0256, -0.0122, -0.0031, 20.4713
156, 0.0775, 0.8518, -0.0378, -0.0171, 0.0010, 20.4713
157, 0.0780, 0.2839, -0.0378, -0.0107, 0.0010, 20.4713
158, 0.0785, 0.2839, -0.0305, -0.0122, -0.0031, 20.4713
159, 0.0790, 0.8518, -0.0305, -0.0059, -0.0031, 20.4713
160, 0.0795, 0.2839, -0.0305, -0.0122, -0.0031, 20.4713
161, 0.0800, 0.2839, -0.0281, 0.0068, -0.0031, 20.4713
162, 0.0805, 0.2839, -0.0232, -0.0122, -0.0031, 20.4713
163, 0.0810, 0.2839, -0.0330, -0.0122, -0.0031, 20.4713
164, 0.0815, 0.0000, -0.0232, -0.0122, -0.0031, 20.4713
165, 0.0820, 0.2839, -0.0183, -0.0107, 0.0010, 20.4713
166, 0.0825, 0.0000, -0.0134, 0.0020, 0.0010, 20.4714
167, 0.0830, 0.0000, -0.0037, 0.0083, 0.0010, 20.4714
168, 0.0835, 0.2839, 0.0012, 0.0186, 0.0031, 20.4714
169, 0.0840, 0.8518, 0.0085, -0.0005, 0.0031, 20.4714
170, 0.0845, 0.8518, 0.0159, 0.0083, 0.0010, 20.4714
171, 0.0850, 1.4196, 0.0232, 0.0020, 0.0010, 20.4714
172, 0.0855, 0.8518, 0.0159, 0.0210, 0.0010, 20.4714
173, 0.0860, 0.8518, 0.0232, 0.0020, 0.0010, 20.4714
174, 0.0865, 0.2839, 0.0330, 0.0044, -0.0010, 20.4714
175, 0.0870, 0.0000, 0.0256, -0.0122, -0.0031, 20.4714
176, 0.0875, 0.0000, 0.0354, -0.0147, -0.0010, 20.4714
177, 0.0880, 0.2839, 0.0305, 0.0249, 0.0031, 20.4714
178, 0.0885, 0.2839, 0.0330, 0.0259, -0.0031, 20.4714
179, 0.0890, 0.2839, 0.0281, -0.0122, -0.0031, 20.4714
180, 0.0895, 0.2839, 0.0281, -0.0171, 0.0010, 20.4714
181, 0.0900, 0.0000, 0.0232, 0.0020, 0.0010, 20.4714
182, 0.0905, 0.0000, 0.0232, 0.0020, 0.0010, 20.4714
183, 0.0910, 0.2839, 0.0256, 0.0020, 0.0010, 20.4714
184, 0.0915, 0.2839, 0.0134, 0.0274, 0.0010, 20.4714
185, 0.0920, 0.2839, 0.0134, -0.0005, 0.0031, 20.4714
186, 0.0925, 0.2839, 0.0061, 0.0249, 0.0031, 20.4714
187, 0.0930, 0.2839, 0.0037, 0.0274, 0.0010, 20.4715
188, 0.0935, 0.8518, 0.0061, -0.0005, 0.0031, 20.4715
189, 0.0940, 0.8518, -0.0012, 0.0274, 0.0010, 20.4715
190, 0.0945, 1.4196, -0.0110, 0.0249, 0.0031, 20.4715
191, 0.0950, 1.4196, -0.0183, 0.0249, 0.0031, 20.4715
192, 0.0955, 1.4196, -0.0110, 0.0274, 0.0010, 20.4715
193, 0.0960, 1.4196, -0.0159, 0.0020, 0.0010, 20.4715
194, 0.0965, 1.4196, -0.0330, 0.0132, -0.0031, 20.4715
195, 0.0970, 0.2839, -0.0256, -0.0147, -0.0010, 20.4715
196, 0.0975, 0.0000, -0.0354, 0.0083, 0.0010, 20.4715
197, 0.0980, 0.2839, -0.0378, 0.0249, 0.0031, 20.4715
198, 0.0985, 0.8518, -0.0305, 0.0068, -0.0031, 20.4715
199, 0.0990, 0.2839, -0.0281, -0.0059, -0.0031, 20.4715
200, 0.0995, 0.2839, -0.0330, 0.0068, -0.0031, 20.4715
201, 0.1000, 0.0000, -0.0281, -0.0122, -0.0031, 20.4715
202, 0.1005, 0.8518, -0.0281, -0.0171, 0.0010, 20.4715
203, 0.1010, 0.0000, -0.0305, 0.0068, -0.0031, 20.4715
204, 0.1015, 0.0000, -0.0183, 0.0020, 0.0010, 20.4715
205, 0.1020, 0.0000, -0.0183, -0.0005, 0.0031, 20.4715
206, 0.1025, 0.2839, -0.0110, 0.0249, 0.0031, 20.4715
207, 0.1030, 0.2839, -0.0012, 0.0274, 0.0010, 20.4715
208, 0.1035, 0.2839, -0.0012, -0.0171, 0.0010, 20.4716
209, 0.1040, 0.2839, 0.0012, 0.0132, -0.0031, 20.4716
210, 0.1045, 0.2839, 0.0159, -0.0122, -0.0031, 20.4716
211, 0.1050, 0.2839, 0.0183, -0.0059, -0.0031, 20.4716
212, 0.1055, 0.2839, 0.0085, 0.0068, -0.0031, 20.4716
213, 0.1060, 0.0000, 0.0159, -0.0059, -0.0031, 20.4716
214, 0.1065, 0.0000, 0.0305, 0.0020, 0.0010, 20.4716
215, 0.1070, 0.0000, 0.0281, -0.0171, 0.0010, 20.4716
216, 0.1075, 0.0000, 0.0330, 0.0020, 0.0010, 20.4716
217, 0.1080, 0.0000, 0.0354, -0.0005, 0.0031, 20.4716
218, 0.1085, 0.2839, 0.0281, 0.0020, 0.0010, 20.4716
219, 0.1090, 0.0000, 0.0256, 0.0083, 0.0010, 20.4716
220, 0.1095, 0.0000, 0.0305, 0.0083, 0.0010, 20.4716
221, 0.1100, 0.0000, 0.0256, 0.0020, 0.0010, 20.4716
222, 0.1105, 0.0000, 0.0232, -0.0068, 0.0031, 20.4716
223, 0.1110, 0.2839, 0.0281, 0.0249, 0.0031, 20.4716
224, 0.1115, 0.2839, 0.0183, 0.0274, 0.0010, 20.4716
225, 0.1120, 0.2839, 0.0159, 0.0020, 0.0010, 20.4716
226, 0.1125, 0.2839, 0.0085, 0.0068, -0.0031, 20.4716
227, 0.1130, 0.0000, 0.0037, -0.0122, -0.0031, 20.4716
228, 0.1135, 0.0000, 0.0012, 0.0059, 0.0031, 20.4716
229, 0.1140, 0.2839, -0.0012, 0.0186, 0.0031, 20.4717
230, 0.1145, 0.2839, -0.0134, 0.0210, 0.0010, 20.4717
231, 0.1150, 1.4196, -0.0159, 0.0083, 0.0010, 20.4717
232, 0.1155, 0.8518, -0.0159, 0.0132, -0.0031, 20.4717
233, 0.1160, 0.0000, -0.0208, -0.0171, 0.0010, 20.4717
234, 0.1165, 0.0000, -0.0354, -0.0171, 0.0010, 20.4717
235, 0.1170, 0.2839, -0.0256, 0.0186, 0.0031, 20.4717
236, 0.1175, 0.8518, -0.0330, 0.0274, 0.0010, 20.4717
237, 0.1180, 0.2839, -0.0354, -0.0195, 0.0031, 20.4717
238, 0.1185, 0.8518, -0.0330, -0.0171, 0.0010, 20.4717
239, 0.1190, 0.8518, -0.0281, 0.0044, -0.0010, 20.4717
240, 0.1195, 0.2839, -0.0281, 0.0274, 0.0010, 20.4717
241, 0.1200, 0.8518, -0.0232, 0.0083, 0.0010, 20.4717
242, 0.1205, 0.8518, -0.0232, 0.0107, -0.0010, 20.4717
243, 0.1210, 0.2839, -0.0281, -0.0083, -0.0010, 20.4717
244, 0.1215, 0.2839, -0.0232, -0.0171, 0.0010, 20.4717
245, 0.1220, 0.0000, -0.0208, -0.0122, -0.0031, 20.4717
246, 0.1225, 0.0000, -0.0037, 0.0020, 0.0010, 20.4717
247, 0.1230, 0.2839, -0.0037, 0.0249, 0.0031, 20.4717
248, 0.1235, 0.2839, 0.0037, 0.0337, 0.0010, 20.4717
249, 0.1240, 1.4196, 0.0085, 0.0020, 0.0010, 20.4717
250, 0.1245, 0.8518, 0.0134, 0.0132, -0.0031, 20.4717
251, 0.1250, 0.2839, 0.0159, -0.0147, -0.0010, 20.4718
252, 0.1255, 0.2839, 0.0134, -0.0171, 0.0010, 20.4718
253, 0.1260, 0.0000, 0.0183, -0.0147, -0.0010, 20.4718
254, 0.1265, 0.2839, 0.0354, 0.0068, -0.0031, 20.4718
255, 0.1270, 0.2839, 0.0305, 0.0020, 0.0010, 20.4718
256, 0.1275, 1.4196, 0.0378, 0.0274, 0.0010, 20.4718
257, 0.1280, 0.8518, 0.0378, 0.0020, 0.0010, 20.4718
258, 0.1285, 0.8518, 0.0281, 0.0068, -0.0031, 20.4718
259, 0.1290, 0.0000, 0.0281, -0.0147, -0.0010, 20.4718
260, 0.1295, 0.0000, 0.0330, -0.0005, 0.0031, 20.4718
261, 0.1300, 0.0000, 0.0256, 0.0059, 0.0031, 20.4718
262, 0.1305, 0.8518, 0.0281, 0.0249, 0.0031, 20.4718
263, 0.1310, 1.4196, 0.0281, -0.0005, 0.0031, 20.4718
264, 0.1315, 0.2839, 0.0134, -0.0195, 0.0031, 20.4718
265, 0.1320, 0.0000, 0.0110, 0.0083, 0.0010, 20.4718
266, 0.1325, 0.0000, 0.0110, -0.0171, 0.0010, 20.4718
267, 0.1330, 0.2839, 0.0037, -0.0005, 0.0031, 20.4718
268, 0.1335, 0.8518, 0.0012, 0.0020, 0.0010, 20.4718
269, 0.1340, 0.2839, -0.0012, 0.0020, 0.0010, 20.4718
270, 0.1345, 0.8518, -0.0110, 0.0249, 0.0031, 20.4718
271, 0.1350, 1.4196, -0.0159, 0.0059, 0.0031, 20.4718
272, 0.1355, 0.8518, -0.0159, 0.0083, 0.0010, 20.4719
273, 0.1360, 0.2839, -0.0183, 0.0020, 0.0010, 20.4719
274, 0.1365, 1.4196, -0.0354, 0.0083, 0.0010, 20.4719
275, 0.1370, 0.2839, -0.0256, 0.0020, 0.0010, 20.4719
276, 0.1375, 0.2839, -0.0354, 0.0068, -0.0031, 20.4719
277, 0.1380, 0.0000, -0.0378, -0.0171, 0.0010, 20.4719
278, 0.1385, 0.2839, -0.0354, 0.0020, 0.0010, 20.4719
279, 0.1390, 0.2839, -0.0232, 0.0210, 0.0010, 20.4719
280, 0.1395, 0.2839, -0.0281, 0.0020, 0.0010, 20.4719
281, 0.1400, 0.2839, -0.0378, -0.0083, -0.0010, 20.4719
282, 0.1405, 0.2839, -0.0232, 0.0249, 0.0031, 20.4719
283, 0.1410, 0.2839, -0.0256, 0.0274, 0.0010, 20.4719
284, 0.1415, 0.2839, -0.0183, -0.0122, -0.0031, 20.4719
285, 0.1420, 0.0000, -0.0134, 0.0020, 0.0010, 20.4719
286, 0.1425, 0.2839, -0.0037, -0.0005, 0.0031, 20.4719
287, 0.1430, 0.8518, 0.0012, 0.0020, 0.0010, 20.4719
288, 0.1435, 0.8518, -0.0012, 0.0005, -0.0031, 20.4719
289, 0.1440, 0.0000, -0.0012, -0.0147, -0.0010, 20.4719
290, 0.1445, 0.0000, 0.0159, 0.0020, 0.0010, 20.4719
291, 0.1450, 0.2839, 0.0183, 0.0186, 0.0031, 20.4719
292, 0.1455, 0.2839, 0.0183, 0.0274, 0.0010, 20.4719
293, 0.1460, 0.8518, 0.0232, 0.0083, 0.0010, 20.4720
294, 0.1465, 0.8518, 0.0354, 0.0132, -0.0031, 20.4720
295, 0.1470, 0.2839, 0.0281, -0.0147, -0.0010, 20.4720
296, 0.1475, 0.2839, 0.0305, -0.0083, -0.0010, 20.4720
297, 0.1480, 0.0000, 0.0330, -0.0171, 0.0010, 20.4720
298, 0.1485, 0.2839, 0.0281, 0.0020, 0.0010, 20.4720
299, 0.1490, 0.2839, 0.0330, -0.0068, 0.0031, 20.4720
300, 0.1495, 1.4196, 0.0305, 0.0249, 0.0031, 20.4720
301, 0.1500, 0.2839, 0.0281, 0.0274, 0.0010, 20.4720
302, 0.1505, 0.2839, 0.0281, 0.0020, 0.0010, 20.4720
303, 0.1510, 0.2839, 0.0281, 0.0044, -0.0010, 20.4720
304, 0.1515, 0.0000, 0.0159, 0.0020, 0.0010, 20.4720
305, 0.1520, 0.2839, 0.0183, -0.0005, 0.0031, 20.4720
306, 0.1525, 0.8518, 0.0134, -0.0005, 0.0031, 20.4720
307, 0.1530, 0.8518, 0.0037, 0.0044, -0.0010, 20.4720
308, 0.1535, 0.0000, 0.0012, 0.0083, 0.0010, 20.4720
309, 0.1540, 0.2839, -0.0012, 0.0249, 0.0031, 20.4720
310, 0.1545, 0.8518, -0.0110, 0.0020, 0.0010, 20.4720
311, 0.1550, 0.8518, -0.0183, -0.0005, 0.0031, 20.4720
312, 0.1555, 0.2839, -0.0183, -0.0083, -0.0010, 20.4720
313, 0.1560, 0.2839, -0.0208, 0.0274, 0.0010, 20.4720
314, 0.1565, 0.2839, -0.0330, 0.0274, 0.0010, 20.4721
315, 0.1570, 0.8518, -0.0256, 0.0083, 0.0010, 20.4721
316, 0.1575, 0.8518, -0.0305, 0.0083, 0.0010, 20.4721
317, 0.1580, 0.8518, -0.0354, 0.0083, 0.0010, 20.4721
318, 0.1585, 0.2839, -0.0305, -0.0171, 0.0010, 20.4721
319, 0.1590, 0.2839, -0.0330, 0.0068, -0.0031, 20.4721
320, 0.1595, 0.0000, -0.0305, -0.0147, -0.0010, 20.4721
321, 0.1600, 0.2839, -0.0305, -0.0171, 0.0010, 20.4721
322, 0.1605, 0.0000, -0.0281, 0.0020, 0.0010, 20.4721
323, 0.1610, 0.0000, -0.0256, 0.0020, 0.0010, 20.4721
324, 0.1615, 0.2839, -0.0183, 0.0020, 0.0010, 20.4721
325, 0.1620, 0.2839, -0.0134, 0.0249, 0.0031, 20.4721
326, 0.1625, 0.8518, -0.0085, 0.0274, 0.0010, 20.4721
327, 0.1630, 1.4196, -0.0012, 0.0068, -0.0031, 20.4721
328, 0.1635, 0.2839, -0.0012, -0.0122, -0.0031, 20.4721
329, 0.1640, 0.0000, -0.0061, -0.0171, 0.0010, 20.4721
330, 0.1645, 0.2839, 0.0159, 0.0249, 0.0031, 20.4721
331, 0.1650, 0.8518, 0.0183, 0.0274, 0.0010, 20.4721
332, 0.1655, 0.0000, 0.0134, -0.0122, -0.0031, 20.4721
333, 0.1660, 0.0000, 0.0183, -0.0044, 0.0010, 20.4721
334, 0.1665, 0.0000, 0.0354, -0.0005, 0.0031, 20.4721
335, 0.1670, 0.8518, 0.0281, 0.0274, 0.0010, 20.4721
336, 0.1675, 0.0000, 0.0330, -0.0005, 0.0031, 20.4722
337, 0.1680, 0.2839, 0.0330, 0.0274, 0.0010, 20.4722
338, 0.1685, 0.2839, 0.0281, -0.0068, 0.0031, 20.4722
339, 0.1690, 0.2839, 0.0281, 0.0249, 0.0031, 20.4722
340, 0.1695, 0.2839, 0.0330, 0.0274, 0.0010, 20.4722
341, 0.1700, 0.8518, 0.0305, 0.0020, 0.0010, 20.4722
342, 0.1705, 0.8518, 0.0281, -0.0005, 0.0031, 20.4722
343, 0.1710, 0.8518, 0.0232, 0.0068, -0.0031, 20.4722
344, 0.1715, 0.0000, 0.0134, 0.0083, 0.0010, 20.4722
345, 0.1720, 0.0000, 0.0134, -0.0005, 0.0031, 20.4722
346, 0.1725, 0.8518, 0.0159, 0.0249, 0.0031, 20.4722
347, 0.1730, 0.8518, -0.0012, 0.0132, -0.0031, 20.4722
348, 0.1735, 0.0000, 0.0061, -0.0122, -0.0031, 20.4722
349, 0.1740, 0.0000, -0.0037, -0.0171, 0.0010, 20.4722
350, 0.1745, 0.2839, -0.0134, 0.0249, 0.0031, 20.4722
351, 0.1750, 0.2839, -0.0208, 0.0186, 0.0031, 20.4722
352, 0.1755, 0.2839, -0.0134, 0.0274, 0.0010, 20.4722
353, 0.1760, 0.2839, -0.0256, 0.0210, 0.0010, 20.4722
354, 0.1765, 0.8518, -0.0354, 0.0068, -0.0031, 20.4722
355, 0.1770, 0.0000, -0.0330, 0.0068, -0.0031, 20.4722
356, 0.1775, 0.0000, -0.0330, -0.0044, 0.0010, 20.4722
357, 0.1780, 0.2839, -0.0354, 0.0288, 0.0051, 20.4723
358, 0.1785, 0.2839, -0.0256, 0.0274, 0.0010, 20.4723
359, 0.1790, 0.8518, -0.0232, 0.0020, 0.0010, 20.4723
360, 0.1795, 0.8518, -0.0330, 0.0132, -0.0031, 20.4723
361, 0.1800, 0.2839, -0.0281, -0.0059, -0.0031, 20.4723
362, 0.1805, 0.8518, -0.0281, -0.0122, -0.0031, 20.4723
363, 0.1810, 0.2839, -0.0305, 0.0107, -0.0010, 20.4723
364, 0.1815, 0.2839, -0.0208, -0.0171, 0.0010, 20.4723
365, 0.1820, 0.0000, -0.0208, 0.0020, 0.0010, 20.4723
366, 0.1825, 0.0000, -0.0085, 0.0059, 0.0031, 20.4723
