Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
7108, 3.5535, 519.2880, 0.6605, 6.1695, 0.1801, 20.4846
7109, 3.5540, 519.8559, 0.6605, 6.1427, 0.2025, 20.4852
7110, 3.5545, 520.9916, 0.6434, 6.1007, 0.2533, 20.4856
7111, 3.5550, 522.6951, 0.6702, 6.0865, 0.2493, 20.4851
7112, 3.5555, 522.1272, 0.6800, 6.0865, 0.2493, 20.4847
7113, 3.5560, 523.8308, 0.6409, 6.1549, 0.1923, 20.4847
7114, 3.5565, 522.6951, 0.6190, 6.1431, 0.1862, 20.4847
7115, 3.5570, 520.9916, 0.6458, 6.1759, 0.1801, 20.4845
7116, 3.5575, 519.8559, 0.6312, 6.1363, 0.2025, 20.4844
7117, 3.5580, 518.1524, 0.6287, 6.1378, 0.2065, 20.4835
7118, 3.5585, 517.0167, 0.6361, 6.1202, 0.2370, 20.4838
7119, 3.5590, 513.6097, 0.6361, 6.0831, 0.2574, 20.4843
7120, 3.5595, 509.6348, 0.6116, 6.1256, 0.2167, 20.4843
7121, 3.5600, 506.7956, 0.5970, 6.1041, 0.2187, 20.4843
7122, 3.5605, 503.3886, 0.6165, 6.1500, 0.1964, 20.4840
7123, 3.5610, 498.8459, 0.6287, 6.1641, 0.2004, 20.4838
7124, 3.5615, 498.8459, 0.6287, 6.1192, 0.2167, 20.4841
7125, 3.5620, 496.5745, 0.6434, 6.1461, 0.1943, 20.4841
7126, 3.5625, 507.9313, 0.6434, 6.0938, 0.2432, 20.4837
7127, 3.5630, 510.7705, 0.6336, 6.1280, 0.2147, 20.4830
7128, 3.5635, 517.0167, 0.6287, 6.1471, 0.2147, 20.4830
7129, 3.5640, 518.7202, 0.6434, 6.1739, 0.1923, 20.4834
7130, 3.5645, 520.9916, 0.6507, 6.1231, 0.2187, 20.4834
7131, 3.5650, 522.6951, 0.6434, 6.0826, 0.2472, 20.4831
7132, 3.5655, 522.1272, 0.6727, 6.0689, 0.2533, 20.4831
7133, 3.5660, 526.1021, 0.6898, 6.0567, 0.2635, 20.4831
7134, 3.5665, 527.2378, 0.6068, 6.1275, 0.2309, 20.4832
7135, 3.5670, 528.3735, 0.6434, 6.1231, 0.2187, 20.4837
7136, 3.5675, 526.1021, 0.6385, 6.1104, 0.2187, 20.4837
7137, 3.5680, 524.9664, 0.6458, 6.1006, 0.2269, 20.4835
7138, 3.5685, 524.9664, 0.6507, 6.1265, 0.2106, 20.4834
7139, 3.5690, 524.3986, 0.6947, 6.1788, 0.1882, 20.4835
7140, 3.5695, 523.8308, 0.6751, 6.0860, 0.2655, 20.4837
7141, 3.5700, 520.4237, 0.6458, 6.0718, 0.2615, 20.4834
7142, 3.5705, 518.1524, 0.6507, 6.1275, 0.2309, 20.4830
7143, 3.5710, 515.3132, 0.6727, 6.1109, 0.2289, 20.4835
7144, 3.5715, 511.9061, 0.6605, 6.0796, 0.2391, 20.4838
7145, 3.5720, 510.7705, 0.6678, 6.0845, 0.2350, 20.4841
7146, 3.5725, 503.3886, 0.6898, 6.0840, 0.2513, 20.4848
7147, 3.5730, 502.2529, 0.6556, 6.0714, 0.2777, 20.4848
7148, 3.5735, 509.6348, 0.6312, 6.1129, 0.2432, 20.4853
7149, 3.5740, 514.7453, 0.6409, 6.1256, 0.2167, 20.4857
7150, 3.5745, 519.2880, 0.6361, 6.1343, 0.1882, 20.4855
7151, 3.5750, 519.2880, 0.6507, 6.1265, 0.2106, 20.4857
7152, 3.5755, 522.6951, 0.6361, 6.1373, 0.2228, 20.4857
7153, 3.5760, 524.3986, 0.6483, 6.0933, 0.2594, 20.4854
7154, 3.5765, 527.8056, 0.5750, 6.0401, 0.2879, 20.4854
7155, 3.5770, 530.0770, 0.6092, 6.0777, 0.2513, 20.4851
7156, 3.5775, 529.5091, 0.6214, 6.1324, 0.2004, 20.4850
7157, 3.5780, 530.6448, 0.6141, 6.1475, 0.1984, 20.4846
7158, 3.5785, 528.9413, 0.6239, 6.1236, 0.2289, 20.4846
7159, 3.5790, 530.6448, 0.6190, 6.0933, 0.2594, 20.4844
7160, 3.5795, 531.7805, 0.6361, 6.0733, 0.2655, 20.4841
7161, 3.5800, 531.2126, 0.6532, 6.0811, 0.2696, 20.4837
7162, 3.5805, 529.5091, 0.5872, 6.0816, 0.2533, 20.4839
7163, 3.5810, 526.6699, 0.6165, 6.1524, 0.1943, 20.4839
7164, 3.5815, 524.9664, 0.6043, 6.1094, 0.2248, 20.4839
7165, 3.5820, 522.1272, 0.6483, 6.0963, 0.2411, 20.4834
7166, 3.5825, 520.9916, 0.6092, 6.0831, 0.2574, 20.4836
7167, 3.5830, 516.4489, 0.6483, 6.0718, 0.2615, 20.4834
7168, 3.5835, 511.9061, 0.6190, 6.0796, 0.2391, 20.4831
7169, 3.5840, 508.4991, 0.6116, 6.0611, 0.2493, 20.4830
7170, 3.5845, 503.9564, 0.6385, 6.1329, 0.2106, 20.4833
7171, 3.5850, 505.6599, 0.6483, 6.1329, 0.2106, 20.4825
7172, 3.5855, 516.4489, 0.6654, 6.0972, 0.2350, 20.4824
7173, 3.5860, 518.7202, 0.6580, 6.0621, 0.2696, 20.4833
7174, 3.5865, 523.2629, 0.6776, 6.1055, 0.2493, 20.4837
7175, 3.5870, 524.3986, 0.6043, 6.0670, 0.2655, 20.4837
7176, 3.5875, 529.5091, 0.6409, 6.0914, 0.2452, 20.4838
7177, 3.5880, 530.0770, 0.6629, 6.1475, 0.1984, 20.4838
7178, 3.5885, 531.2126, 0.6654, 6.1280, 0.2147, 20.4840
7179, 3.5890, 532.3483, 0.6800, 6.0933, 0.2594, 20.4840
7180, 3.5895, 532.3483, 0.6678, 6.0714, 0.2777, 20.4844
7181, 3.5900, 534.6197, 0.6922, 6.0909, 0.2615, 20.4846
7182, 3.5905, 534.6197, 0.6068, 6.0718, 0.2615, 20.4844
7183, 3.5910, 535.7554, 0.6409, 6.1495, 0.2126, 20.4844
7184, 3.5915, 533.4840, 0.6483, 6.1549, 0.1923, 20.4840
7185, 3.5920, 531.2126, 0.6654, 6.1500, 0.1964, 20.4844
7186, 3.5925, 528.9413, 0.6629, 6.0963, 0.2411, 20.4848
7187, 3.5930, 527.2378, 0.6727, 6.0509, 0.3001, 20.4843
7188, 3.5935, 526.6699, 0.6898, 6.0587, 0.2777, 20.4838
7189, 3.5940, 522.1272, 0.6947, 6.0909, 0.2615, 20.4840
7190, 3.5945, 519.8559, 0.5921, 6.1226, 0.2350, 20.4840
7191, 3.5950, 514.1775, 0.6263, 6.1427, 0.2025, 20.4844
7192, 3.5955, 502.2529, 0.6361, 6.1475, 0.1984, 20.4840
7193, 3.5960, 503.9564, 0.6361, 6.0420, 0.2757, 20.4844
7194, 3.5965, 505.0921, 0.6385, 6.0513, 0.2838, 20.4846
7195, 3.5970, 511.9061, 0.6629, 6.0836, 0.2676, 20.4843
7196, 3.5975, 514.1775, 0.5628, 6.0885, 0.2635, 20.4840
7197, 3.5980, 517.5845, 0.6287, 6.1339, 0.2045, 20.4835
7198, 3.5985, 520.9916, 0.6092, 6.1358, 0.1923, 20.4833
7199, 3.5990, 522.1272, 0.6141, 6.1041, 0.2187, 20.4839
7200, 3.5995, 526.1021, 0.6141, 6.0938, 0.2432, 20.4841
7201, 3.6000, 524.9664, 0.6385, 6.0474, 0.2818, 20.4841
7202, 3.6005, 529.5091, 0.6556, 6.0670, 0.2655, 20.4841
7203, 3.6010, 530.0770, 0.5506, 6.0630, 0.2635, 20.4845
7204, 3.6015, 528.9413, 0.5897, 6.0821, 0.2370, 20.4848
7205, 3.6020, 530.6448, 0.6141, 6.1427, 0.2025, 20.4851
7206, 3.6025, 528.3735, 0.6263, 6.1861, 0.1821, 20.4850
7207, 3.6030, 530.0770, 0.6263, 6.1300, 0.2289, 20.4850
7208, 3.6035, 527.2378, 0.6361, 6.0587, 0.2777, 20.4845
7209, 3.6040, 527.2378, 0.6605, 6.0718, 0.2615, 20.4841
7210, 3.6045, 523.8308, 0.5872, 6.0674, 0.2493, 20.4837
7211, 3.6050, 521.5594, 0.6312, 6.0772, 0.2411, 20.4833
7212, 3.6055, 519.8559, 0.6434, 6.1202, 0.2106, 20.4833
7213, 3.6060, 514.7453, 0.6556, 6.1187, 0.2065, 20.4838
7214, 3.6065, 511.9061, 0.6605, 6.1153, 0.2411, 20.4843
7215, 3.6070, 507.3634, 0.6605, 6.0914, 0.2452, 20.4848
7216, 3.6075, 499.4137, 0.6849, 6.0679, 0.2594, 20.4844
7217, 3.6080, 500.5494, 0.6947, 6.0909, 0.2615, 20.4840
7218, 3.6085, 504.5243, 0.6483, 6.0865, 0.2493, 20.4845
7219, 3.6090, 509.6348, 0.6654, 6.1407, 0.1882, 20.4849
7220, 3.6095, 510.2026, 0.6507, 6.1285, 0.1984, 20.4846
7221, 3.6100, 514.7453, 0.6751, 6.0958, 0.2574, 20.4841
7222, 3.6105, 517.5845, 0.6776, 6.0762, 0.2737, 20.4845
7223, 3.6110, 518.7202, 0.7020, 6.0381, 0.2737, 20.4841
7224, 3.6115, 522.6951, 0.6971, 6.0577, 0.2574, 20.4836
7225, 3.6120, 521.5594, 0.6800, 6.1133, 0.2269, 20.4838
7226, 3.6125, 525.5343, 0.6751, 6.1339, 0.2045, 20.4840
7227, 3.6130, 522.6951, 0.6678, 6.1402, 0.2045, 20.4839
7228, 3.6135, 524.3986, 0.6385, 6.0801, 0.2493, 20.4843
7229, 3.6140, 524.3986, 0.6629, 6.0621, 0.2696, 20.4843
7230, 3.6145, 520.9916, 0.6727, 6.0494, 0.2696, 20.4843
7231, 3.6150, 521.5594, 0.6165, 6.0655, 0.2615, 20.4843
7232, 3.6155, 519.2880, 0.6556, 6.1202, 0.2370, 20.4838
7233, 3.6160, 518.7202, 0.6483, 6.1934, 0.1760, 20.4838
7234, 3.6165, 517.5845, 0.6287, 6.1451, 0.2004, 20.4839
7235, 3.6170, 514.7453, 0.5921, 6.0982, 0.2289, 20.4840
7236, 3.6175, 511.3383, 0.6409, 6.0552, 0.2594, 20.4846
7237, 3.6180, 506.7956, 0.6458, 6.0909, 0.2615, 20.4840
7238, 3.6185, 501.6851, 0.6092, 6.0743, 0.2594, 20.4837
7239, 3.6190, 501.1172, 0.6287, 6.1036, 0.2350, 20.4833
7240, 3.6195, 508.4991, 0.6092, 6.1500, 0.1964, 20.4830
7241, 3.6200, 513.0418, 0.6239, 6.1583, 0.1841, 20.4828
7242, 3.6205, 513.0418, 0.6043, 6.0943, 0.2269, 20.4828
7243, 3.6210, 518.1524, 0.6263, 6.0577, 0.2574, 20.4831
7244, 3.6215, 518.7202, 0.6556, 6.0528, 0.2615, 20.4840
7245, 3.6220, 523.8308, 0.5897, 6.0445, 0.2737, 20.4840
7246, 3.6225, 527.8056, 0.6409, 6.1085, 0.2309, 20.4836
7247, 3.6230, 528.9413, 0.6287, 6.1812, 0.1862, 20.4840
7248, 3.6235, 530.6448, 0.6507, 6.1847, 0.1780, 20.4837
7249, 3.6240, 528.9413, 0.6556, 6.1104, 0.2452, 20.4829
7250, 3.6245, 532.3483, 0.6654, 6.0709, 0.2676, 20.4826
7251, 3.6250, 531.7805, 0.6751, 6.0904, 0.2513, 20.4832
7252, 3.6255, 532.3483, 0.6190, 6.0880, 0.2533, 20.4832
7253, 3.6260, 531.7805, 0.6751, 6.1397, 0.1943, 20.4833
7254, 3.6265, 528.9413, 0.6580, 6.1553, 0.1760, 20.4839
7255, 3.6270, 527.2378, 0.6629, 6.0860, 0.2391, 20.4843
7256, 3.6275, 524.9664, 0.6678, 6.0635, 0.2737, 20.4848
7257, 3.6280, 524.3986, 0.7020, 6.0513, 0.2838, 20.4843
7258, 3.6285, 522.1272, 0.7166, 6.0787, 0.2716, 20.4843
7259, 3.6290, 518.7202, 0.7215, 6.1397, 0.2208, 20.4852
7260, 3.6295, 515.3132, 0.6409, 6.1671, 0.1821, 20.4850
7261, 3.6300, 509.6348, 0.6361, 6.1607, 0.1821, 20.4860
7262, 3.6305, 510.2026, 0.6727, 6.1866, 0.1658, 20.4859
7263, 3.6310, 507.9313, 0.6629, 6.1236, 0.2025, 20.4863
7264, 3.6315, 519.8559, 0.6800, 6.0845, 0.2350, 20.4859
7265, 3.6320, 522.6951, 0.6898, 6.0723, 0.2452, 20.4852
7266, 3.6325, 524.9664, 0.7093, 6.1339, 0.2045, 20.4853
7267, 3.6330, 530.0770, 0.6702, 6.1959, 0.1740, 20.4856
7268, 3.6335, 531.2126, 0.6605, 6.2252, 0.1496, 20.4858
7269, 3.6340, 534.0518, 0.6629, 6.1890, 0.1638, 20.4858
7270, 3.6345, 534.0518, 0.6239, 6.1280, 0.2147, 20.4855
7271, 3.6350, 534.0518, 0.6605, 6.0801, 0.2493, 20.4854
7272, 3.6355, 535.7554, 0.6776, 6.0753, 0.2533, 20.4854
7273, 3.6360, 536.8910, 0.6727, 6.1129, 0.2432, 20.4854
7274, 3.6365, 539.1624, 0.6556, 6.1675, 0.1658, 20.4854
7275, 3.6370, 535.7554, 0.6409, 6.1871, 0.1496, 20.4851
7276, 3.6375, 534.6197, 0.6263, 6.1524, 0.1943, 20.4848
7277, 3.6380, 531.2126, 0.6019, 6.0889, 0.2472, 20.4844
7278, 3.6385, 531.2126, 0.6409, 6.1226, 0.2350, 20.4842
7279, 3.6390, 531.2126, 0.6556, 6.1275, 0.2309, 20.4844
7280, 3.6395, 526.6699, 0.6556, 6.1807, 0.1760, 20.4848
7281, 3.6400, 524.9664, 0.6361, 6.1646, 0.1841, 20.4848
7282, 3.6405, 518.1524, 0.6287, 6.2061, 0.1496, 20.4842
7283, 3.6410, 515.8810, 0.6312, 6.2032, 0.1679, 20.4838
7284, 3.6415, 512.4740, 0.6190, 6.1270, 0.2208, 20.4839
7285, 3.6420, 510.2026, 0.6385, 6.0670, 0.2655, 20.4844
7286, 3.6425, 510.2026, 0.6507, 6.0601, 0.2554, 20.4841
7287, 3.6430, 519.2880, 0.6654, 6.1133, 0.2269, 20.4834
7288, 3.6435, 523.8308, 0.6385, 6.1798, 0.1557, 20.4835
7289, 3.6440, 526.6699, 0.6361, 6.1700, 0.1638, 20.4835
7290, 3.6445, 528.3735, 0.6580, 6.1583, 0.1841, 20.4832
7291, 3.6450, 531.7805, 0.6385, 6.1231, 0.2187, 20.4824
7292, 3.6455, 532.3483, 0.6629, 6.1446, 0.2167, 20.4827
7293, 3.6460, 535.7554, 0.6873, 6.0801, 0.2493, 20.4831
7294, 3.6465, 536.3232, 0.6947, 6.1133, 0.2269, 20.4827
7295, 3.6470, 537.4589, 0.6361, 6.1470, 0.1882, 20.4825
7296, 3.6475, 537.4589, 0.6629, 6.1505, 0.1801, 20.4827
7297, 3.6480, 535.1875, 0.6751, 6.1339, 0.2045, 20.4818
7298, 3.6485, 535.7554, 0.6678, 6.0811, 0.2696, 20.4815
7299, 3.6490, 534.0518, 0.6971, 6.0704, 0.2574, 20.4824
7300, 3.6495, 535.7554, 0.7093, 6.0963, 0.2411, 20.4828
7301, 3.6500, 532.9162, 0.6971, 6.1607, 0.1821, 20.4826
7302, 3.6505, 530.0770, 0.6336, 6.1407, 0.1882, 20.4832
7303, 3.6510, 526.1021, 0.6678, 6.1622, 0.1862, 20.4839
7304, 3.6515, 522.6951, 0.6922, 6.1163, 0.2086, 20.4842
7305, 3.6520, 520.9916, 0.6580, 6.0796, 0.2391, 20.4838
7306, 3.6525, 517.5845, 0.6898, 6.0772, 0.2411, 20.4837
7307, 3.6530, 508.4991, 0.6873, 6.0865, 0.2493, 20.4837
7308, 3.6535, 506.2278, 0.6849, 6.1451, 0.2004, 20.4837
7309, 3.6540, 509.6348, 0.6409, 6.1304, 0.2126, 20.4838
7310, 3.6545, 513.6097, 0.6507, 6.1461, 0.1943, 20.4841
7311, 3.6550, 517.0167, 0.6507, 6.1417, 0.2086, 20.4844
7312, 3.6555, 522.1272, 0.6434, 6.1236, 0.2025, 20.4846
7313, 3.6560, 523.2629, 0.6556, 6.0738, 0.2493, 20.4846
7314, 3.6565, 525.5343, 0.6776, 6.1109, 0.2289, 20.4849
7315, 3.6570, 526.6699, 0.6580, 6.1231, 0.2187, 20.4854
7316, 3.6575, 530.0770, 0.6483, 6.1676, 0.1923, 20.4852
7317, 3.6580, 531.7805, 0.6190, 6.1744, 0.1760, 20.4848
7318, 3.6585, 530.0770, 0.6190, 6.1202, 0.2106, 20.4851
7319, 3.6590, 530.6448, 0.6287, 6.1764, 0.1902, 20.4851
7320, 3.6595, 530.0770, 0.6458, 6.1055, 0.2493, 20.4848
7321, 3.6600, 530.0770, 0.6605, 6.0787, 0.2452, 20.4846
7322, 3.6605, 528.9413, 0.5653, 6.1119, 0.2228, 20.4842
7323, 3.6610, 528.3735, 0.6312, 6.1143, 0.2208, 20.4848
7324, 3.6615, 527.8056, 0.6287, 6.1500, 0.1964, 20.4842
7325, 3.6620, 522.6951, 0.6190, 6.1187, 0.2065, 20.4839
7326, 3.6625, 520.4237, 0.5677, 6.1353, 0.2086, 20.4844
7327, 3.6630, 518.1524, 0.6507, 6.1114, 0.2391, 20.4841
7328, 3.6635, 515.8810, 0.6287, 6.0728, 0.2554, 20.4839
7329, 3.6640, 511.9061, 0.6458, 6.1065, 0.2167, 20.4839
7330, 3.6645, 506.2278, 0.6409, 6.1544, 0.2086, 20.4839
7331, 3.6650, 499.9815, 0.6458, 6.1627, 0.1964, 20.4839
7332, 3.6655, 499.9815, 0.6580, 6.1187, 0.2065, 20.4836
7333, 3.6660, 503.9564, 0.6483, 6.1480, 0.1821, 20.4834
7334, 3.6665, 508.4991, 0.6849, 6.1324, 0.2269, 20.4831
7335, 3.6670, 511.9061, 0.6898, 6.1324, 0.2269, 20.4832
7336, 3.6675, 514.1775, 0.6873, 6.1236, 0.2025, 20.4832
7337, 3.6680, 514.7453, 0.6605, 6.1309, 0.1964, 20.4835
7338, 3.6685, 518.7202, 0.6727, 6.1724, 0.1882, 20.4835
7339, 3.6690, 520.9916, 0.6947, 6.1495, 0.2126, 20.4832
7340, 3.6695, 522.1272, 0.6605, 6.0816, 0.2533, 20.4828
7341, 3.6700, 521.5594, 0.6873, 6.0928, 0.2493, 20.4828
7342, 3.6705, 520.9916, 0.6922, 6.0713, 0.2513, 20.4825
7343, 3.6710, 522.6951, 0.6849, 6.1500, 0.1964, 20.4822
7344, 3.6715, 522.1272, 0.6678, 6.1612, 0.1923, 20.4819
7345, 3.6720, 522.1272, 0.6849, 6.1788, 0.1882, 20.4819
7346, 3.6725, 520.4237, 0.6898, 6.1304, 0.2126, 20.4823
7347, 3.6730, 518.7202, 0.6776, 6.1471, 0.2147, 20.4817
7348, 3.6735, 516.4489, 0.6751, 6.1226, 0.2350, 20.4811
7349, 3.6740, 514.1775, 0.6751, 6.0865, 0.2493, 20.4818
7350, 3.6745, 509.6348, 0.6287, 6.1378, 0.2065, 20.4818
7351, 3.6750, 507.9313, 0.6385, 6.1231, 0.2187, 20.4815
7352, 3.6755, 504.5243, 0.6507, 6.1602, 0.1984, 20.4813
7353, 3.6760, 499.9815, 0.6434, 6.1451, 0.2004, 20.4813
7354, 3.6765, 498.8459, 0.6361, 6.1544, 0.2086, 20.4809
7355, 3.6770, 497.1424, 0.6483, 6.1500, 0.1964, 20.4808
7356, 3.6775, 507.9313, 0.6483, 6.0850, 0.2452, 20.4808
7357, 3.6780, 510.7705, 0.6141, 6.1089, 0.2147, 20.4808
7358, 3.6785, 516.4489, 0.6116, 6.1617, 0.2025, 20.4806
7359, 3.6790, 518.7202, 0.6141, 6.1549, 0.1923, 20.4802
7360, 3.6795, 519.2880, 0.6214, 6.1251, 0.2065, 20.4803
7361, 3.6800, 521.5594, 0.6239, 6.1055, 0.2493, 20.4807
7362, 3.6805, 523.2629, 0.6458, 6.0909, 0.2615, 20.4804
7363, 3.6810, 527.2378, 0.6507, 6.0694, 0.2635, 20.4801
7364, 3.6815, 527.8056, 0.5579, 6.1207, 0.2208, 20.4798
7365, 3.6820, 526.6699, 0.6068, 6.1216, 0.2147, 20.4803
7366, 3.6825, 526.1021, 0.6116, 6.1265, 0.2106, 20.4803
7367, 3.6830, 526.1021, 0.6409, 6.1216, 0.2147, 20.4803
7368, 3.6835, 525.5343, 0.6409, 6.1133, 0.2269, 20.4804
7369, 3.6840, 523.8308, 0.6654, 6.1558, 0.1862, 20.4803
7370, 3.6845, 523.2629, 0.6385, 6.0718, 0.2615, 20.4803
7371, 3.6850, 519.8559, 0.5946, 6.0885, 0.2635, 20.4798
7372, 3.6855, 517.5845, 0.6361, 6.1085, 0.2309, 20.4791
7373, 3.6860, 515.3132, 0.6556, 6.1041, 0.2187, 20.4793
7374, 3.6865, 511.9061, 0.6507, 6.0889, 0.2472, 20.4790
7375, 3.6870, 509.6348, 0.6556, 6.1060, 0.2330, 20.4788
7376, 3.6875, 505.6599, 0.6898, 6.0801, 0.2493, 20.4788
7377, 3.6880, 503.3886, 0.6654, 6.0523, 0.2777, 20.4786
7378, 3.6885, 509.0670, 0.6263, 6.0699, 0.2472, 20.4782
7379, 3.6890, 513.6097, 0.6483, 6.1256, 0.2167, 20.4782
7380, 3.6895, 518.7202, 0.6702, 6.1485, 0.1923, 20.4787
7381, 3.6900, 521.5594, 0.6654, 6.1304, 0.2126, 20.4790
7382, 3.6905, 523.2629, 0.6629, 6.1295, 0.2187, 20.4783
7383, 3.6910, 523.8308, 0.6825, 6.0650, 0.2513, 20.4779
7384, 3.6915, 526.1021, 0.6092, 6.0450, 0.2838, 20.4788
7385, 3.6920, 529.5091, 0.6434, 6.0885, 0.2635, 20.4789
7386, 3.6925, 530.6448, 0.6605, 6.1568, 0.2065, 20.4783
7387, 3.6930, 532.3483, 0.6702, 6.1451, 0.2004, 20.4787
7388, 3.6935, 530.0770, 0.6556, 6.1133, 0.2269, 20.4784
7389, 3.6940, 530.6448, 0.6507, 6.0577, 0.2574, 20.4780
7390, 3.6945, 530.6448, 0.6702, 6.0767, 0.2574, 20.4784
7391, 3.6950, 530.6448, 0.6605, 6.0572, 0.2737, 20.4783
7392, 3.6955, 530.0770, 0.5897, 6.0782, 0.2615, 20.4783
7393, 3.6960, 527.2378, 0.6434, 6.1475, 0.1984, 20.4774
7394, 3.6965, 524.3986, 0.6312, 6.1446, 0.2167, 20.4774
7395, 3.6970, 522.6951, 0.6409, 6.1275, 0.2309, 20.4779
7396, 3.6975, 520.4237, 0.6141, 6.0831, 0.2574, 20.4780
7397, 3.6980, 517.5845, 0.6336, 6.0718, 0.2615, 20.4779
7398, 3.6985, 513.0418, 0.5994, 6.0938, 0.2432, 20.4777
7399, 3.6990, 508.4991, 0.6019, 6.0674, 0.2493, 20.4786
7400, 3.6995, 505.0921, 0.6141, 6.1329, 0.2106, 20.4788
7401, 3.7000, 506.2278, 0.6385, 6.1212, 0.2045, 20.4788
7402, 3.7005, 517.0167, 0.6214, 6.0611, 0.2493, 20.4788
7403, 3.7010, 518.7202, 0.6141, 6.0670, 0.2655, 20.4796
7404, 3.7015, 522.6951, 0.6361, 6.0904, 0.2513, 20.4804
7405, 3.7020, 525.5343, 0.5677, 6.0860, 0.2655, 20.4806
7406, 3.7025, 528.9413, 0.5970, 6.1055, 0.2493, 20.4804
7407, 3.7030, 531.2126, 0.6287, 6.1475, 0.1984, 20.4797
7408, 3.7035, 532.9162, 0.6434, 6.1339, 0.2045, 20.4795
7409, 3.7040, 532.3483, 0.6385, 6.0577, 0.2574, 20.4797
7410, 3.7045, 532.3483, 0.6312, 6.0406, 0.2716, 20.4801
7411, 3.7050, 533.4840, 0.6605, 6.0694, 0.2635, 20.4804
7412, 3.7055, 534.0518, 0.5799, 6.0860, 0.2655, 20.4804
7413, 3.7060, 535.7554, 0.6287, 6.1397, 0.2208, 20.4800
7414, 3.7065, 532.9162, 0.6385, 6.1309, 0.1964, 20.4804
7415, 3.7070, 530.0770, 0.6507, 6.1295, 0.1923, 20.4810
7416, 3.7075, 527.8056, 0.6483, 6.0899, 0.2411, 20.4811
7417, 3.7080, 525.5343, 0.6800, 6.0279, 0.2981, 20.4810
7418, 3.7085, 526.1021, 0.6971, 6.0523, 0.2777, 20.4814
7419, 3.7090, 523.2629, 0.7191, 6.0821, 0.2635, 20.4817
7420, 3.7095, 520.4237, 0.6287, 6.1099, 0.2350, 20.4816
7421, 3.7100, 515.3132, 0.6507, 6.1329, 0.2106, 20.4809
7422, 3.7105, 510.7705, 0.6654, 6.1348, 0.1984, 20.4806
7423, 3.7110, 503.9564, 0.6702, 6.0572, 0.2737, 20.4812
7424, 3.7115, 505.0921, 0.6702, 6.0401, 0.2879, 20.4810
7425, 3.7120, 511.3383, 0.6947, 6.0836, 0.2676, 20.4809
7426, 3.7125, 514.1775, 0.6800, 6.0772, 0.2676, 20.4804
7427, 3.7130, 518.1524, 0.6507, 6.1387, 0.2004, 20.4800
7428, 3.7135, 521.5594, 0.6287, 6.1485, 0.1923, 20.4800
7429, 3.7140, 522.6951, 0.6507, 6.1265, 0.2106, 20.4800
7430, 3.7145, 524.9664, 0.6458, 6.0914, 0.2452, 20.4802
7431, 3.7150, 525.5343, 0.6556, 6.0665, 0.2818, 20.4800
7432, 3.7155, 528.3735, 0.6776, 6.0811, 0.2696, 20.4796
7433, 3.7160, 530.6448, 0.5506, 6.0733, 0.2655, 20.4791
7434, 3.7165, 530.6448, 0.5994, 6.1226, 0.2350, 20.4788
7435, 3.7170, 530.6448, 0.6214, 6.1285, 0.1984, 20.4788
7436, 3.7175, 528.9413, 0.6190, 6.1544, 0.1821, 20.4793
7437, 3.7180, 527.8056, 0.6116, 6.1158, 0.2248, 20.4798
7438, 3.7185, 527.2378, 0.6190, 6.0665, 0.2818, 20.4803
7439, 3.7190, 526.1021, 0.6385, 6.0772, 0.2676, 20.4800
7440, 3.7195, 525.5343, 0.5579, 6.1031, 0.2513, 20.4798
7441, 3.7200, 522.6951, 0.6165, 6.1055, 0.2493, 20.4794
7442, 3.7205, 520.4237, 0.6190, 6.1373, 0.2228, 20.4785
7443, 3.7210, 515.3132, 0.6239, 6.1519, 0.2106, 20.4787
7444, 3.7215, 513.6097, 0.6312, 6.0977, 0.2452, 20.4791
7445, 3.7220, 508.4991, 0.6336, 6.1055, 0.2493, 20.4796
7446, 3.7225, 501.1172, 0.6483, 6.0767, 0.2574, 20.4791
7447, 3.7230, 501.6851, 0.6580, 6.0806, 0.2594, 20.4789
7448, 3.7235, 504.5243, 0.6165, 6.0801, 0.2493, 20.4789
7449, 3.7240, 509.6348, 0.6385, 6.1573, 0.1902, 20.4789
7450, 3.7245, 511.3383, 0.6605, 6.1690, 0.1964, 20.4789
7451, 3.7250, 515.3132, 0.6556, 6.0933, 0.2594, 20.4790
7452, 3.7255, 517.0167, 0.6458, 6.0611, 0.2757, 20.4790
7453, 3.7260, 518.1524, 0.6800, 6.0469, 0.2716, 20.4787
7454, 3.7265, 522.6951, 0.6922, 6.0738, 0.2493, 20.4783
7455, 3.7270, 522.1272, 0.6605, 6.1197, 0.2269, 20.4790
7456, 3.7275, 524.3986, 0.6873, 6.1236, 0.2025, 20.4795
7457, 3.7280, 523.2629, 0.6898, 6.1392, 0.2106, 20.4789
7458, 3.7285, 523.8308, 0.6507, 6.0914, 0.2452, 20.4784
7459, 3.7290, 523.8308, 0.6800, 6.0523, 0.2777, 20.4788
7460, 3.7295, 522.6951, 0.7020, 6.0611, 0.2757, 20.4788
7461, 3.7300, 523.2629, 0.6873, 6.0792, 0.2554, 20.4781
7462, 3.7305, 520.4237, 0.6800, 6.0894, 0.2309, 20.4774
7463, 3.7310, 519.2880, 0.6800, 6.1568, 0.1801, 20.4776
7464, 3.7315, 515.8810, 0.6629, 6.1485, 0.1923, 20.4776
