Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
1, 0.0000, 0.0000, 0.0232, -0.0171, 0.0010, 20.4585
2, 0.0005, 0.2839, 0.0354, 0.0020, 0.0010, 20.4585
3, 0.0010, 0.2839, 0.0378, 0.0337, 0.0010, 20.4586
4, 0.0015, 0.8518, 0.0305, 0.0020, 0.0010, 20.4586
5, 0.0020, 0.2839, 0.0305, 0.0005, -0.0031, 20.4587
6, 0.0025, 0.0000, 0.0281, 0.0020, 0.0010, 20.4587
7, 0.0030, 0.2839, 0.0208, -0.0005, 0.0031, 20.4588
8, 0.0035, 0.8518, 0.0305, 0.0020, 0.0010, 20.4588
9, 0.0040, 0.2839, 0.0232, -0.0122, -0.0031, 20.4589
10, 0.0045, 0.2839, 0.0159, 0.0274, 0.0010, 20.4589
11, 0.0050, 0.2839, 0.0159, 0.0274, 0.0010, 20.4590
12, 0.0055, 0.8518, 0.0110, 0.0020, 0.0010, 20.4590
13, 0.0060, 0.8518, 0.0061, 0.0068, -0.0031, 20.4591
14, 0.0065, 0.0000, 0.0012, -0.0083, -0.0010, 20.4591
15, 0.0070, 0.0000, -0.0085, -0.0107, 0.0010, 20.4592
16, 0.0075, 0.2839, -0.0159, 0.0083, 0.0010, 20.4592
17, 0.0080, 0.8518, -0.0159, 0.0274, 0.0010, 20.4593
18, 0.0085, 1.4196, -0.0134, 0.0020, 0.0010, 20.4593
19, 0.0090, 0.2839, -0.0256, -0.0122, -0.0031, 20.4594
20, 0.0095, 0.0000, -0.0354, -0.0171, 0.0010, 20.4594
21, 0.0100, 0.0000, -0.0281, 0.0020, 0.0010, 20.4595
22, 0.0105, 0.2839, -0.0305, 0.0274, 0.0010, 20.4595
23, 0.0110, 0.8518, -0.0330, 0.0020, 0.0010, 20.4596
24, 0.0115, 0.2839, -0.0305, -0.0147, -0.0010, 20.4596
25, 0.0120, 0.2839, -0.0281, 0.0274, 0.0010, 20.4597
26, 0.0125, 0.8518, -0.0281, 0.0020, 0.0010, 20.4597
27, 0.0130, 0.2839, -0.0256, -0.0171, 0.0010, 20.4598
28, 0.0135, 0.8518, -0.0281, 0.0249, 0.0031, 20.4598
29, 0.0140, 0.8518, -0.0281, 0.0044, -0.0010, 20.4599
30, 0.0145, 0.2839, -0.0232, -0.0171, 0.0010, 20.4599
31, 0.0150, 0.2839, -0.0183, -0.0044, 0.0010, 20.4600
32, 0.0155, 0.2839, -0.0061, 0.0249, 0.0031, 20.4600
33, 0.0160, 0.2839, 0.0012, 0.0274, 0.0010, 20.4601
34, 0.0165, 0.8518, 0.0037, 0.0044, -0.0010, 20.4601
35, 0.0170, 0.8518, 0.0061, 0.0068, -0.0031, 20.4602
36, 0.0175, 0.2839, 0.0159, 0.0020, 0.0010, 20.4602
37, 0.0180, 0.2839, 0.0134, -0.0171, 0.0010, 20.4603
38, 0.0185, 0.0000, 0.0134, 0.0020, 0.0010, 20.4603
39, 0.0190, 0.2839, 0.0232, 0.0249, 0.0031, 20.4604
40, 0.0195, 0.2839, 0.0330, 0.0274, 0.0010, 20.4604
41, 0.0200, 0.2839, 0.0281, 0.0020, 0.0010, 20.4605
42, 0.0205, 0.8518, 0.0330, 0.0068, -0.0031, 20.4605
43, 0.0210, 0.8518, 0.0354, -0.0147, -0.0010, 20.4606
44, 0.0215, 1.4196, 0.0281, 0.0068, -0.0031, 20.4606
45, 0.0220, 0.8518, 0.0354, 0.0020, 0.0010, 20.4607
46, 0.0225, 0.2839, 0.0354, 0.0186, 0.0031, 20.4607
47, 0.0230, 0.8518, 0.0232, 0.0298, -0.0010, 20.4608
48, 0.0235, 0.8518, 0.0281, 0.0249, 0.0031, 20.4608
49, 0.0240, 0.2839, 0.0281, -0.0005, 0.0031, 20.4609
50, 0.0245, 0.2839, 0.0159, 0.0020, 0.0010, 20.4609
51, 0.0250, 0.0000, 0.0134, -0.0005, 0.0031, 20.4610
52, 0.0255, 0.2839, 0.0012, 0.0020, 0.0010, 20.4610
53, 0.0260, 0.0000, 0.0037, -0.0005, 0.0031, 20.4611
54, 0.0265, 0.0000, 0.0037, 0.0059, 0.0031, 20.4611
55, 0.0270, 0.0000, -0.0110, 0.0020, 0.0010, 20.4612
56, 0.0275, 0.0000, -0.0208, -0.0195, 0.0031, 20.4612
57, 0.0280, 0.0000, -0.0208, 0.0020, 0.0010, 20.4613
58, 0.0285, 0.8518, -0.0159, -0.0005, 0.0031, 20.4613
59, 0.0290, 0.2839, -0.0232, -0.0005, 0.0031, 20.4614
60, 0.0295, 0.2839, -0.0330, -0.0005, 0.0031, 20.4614
61, 0.0300, 0.8518, -0.0281, 0.0083, 0.0010, 20.4615
62, 0.0305, 0.0000, -0.0354, 0.0020, 0.0010, 20.4615
63, 0.0310, 0.0000, -0.0403, 0.0020, 0.0010, 20.4616
64, 0.0315, 0.2839, -0.0330, -0.0171, 0.0010, 20.4616
65, 0.0320, 0.0000, -0.0330, -0.0122, -0.0031, 20.4617
66, 0.0325, 0.2839, -0.0354, -0.0147, -0.0010, 20.4617
67, 0.0330, 0.0000, -0.0232, -0.0083, -0.0010, 20.4618
68, 0.0335, 0.8518, -0.0281, -0.0147, -0.0010, 20.4618
69, 0.0340, 0.2839, -0.0281, -0.0059, -0.0031, 20.4619
70, 0.0345, 0.2839, -0.0208, -0.0171, 0.0010, 20.4619
71, 0.0350, 0.0000, -0.0208, 0.0020, 0.0010, 20.4620
72, 0.0355, 0.2839, -0.0012, 0.0249, 0.0031, 20.4620
73, 0.0360, 0.8518, 0.0061, 0.0020, 0.0010, 20.4621
74, 0.0365, 0.2839, -0.0037, -0.0107, 0.0010, 20.4621
75, 0.0370, 0.2839, 0.0061, 0.0020, 0.0010, 20.4622
76, 0.0375, 0.2839, 0.0183, 0.0210, 0.0010, 20.4622
77, 0.0380, 0.2839, 0.0183, -0.0171, 0.0010, 20.4623
78, 0.0385, 0.8518, 0.0134, -0.0147, -0.0010, 20.4623
79, 0.0390, 0.0000, 0.0232, -0.0147, -0.0010, 20.4624
80, 0.0395, 0.0000, 0.0330, 0.0020, 0.0010, 20.4624
81, 0.0400, 0.2839, 0.0305, -0.0005, 0.0031, 20.4625
82, 0.0405, 0.2839, 0.0330, 0.0186, 0.0031, 20.4625
83, 0.0410, 0.0000, 0.0330, -0.0005, 0.0031, 20.4626
84, 0.0415, 0.2839, 0.0281, 0.0020, 0.0010, 20.4626
85, 0.0420, 0.0000, 0.0330, 0.0083, 0.0010, 20.4627
86, 0.0425, 0.0000, 0.0281, -0.0122, -0.0031, 20.4627
87, 0.0430, 0.2839, 0.0183, -0.0107, 0.0010, 20.4628
88, 0.0435, 0.0000, 0.0256, -0.0122, -0.0031, 20.4628
89, 0.0440, 0.2839, 0.0256, -0.0171, 0.0010, 20.4629
90, 0.0445, 0.0000, 0.0134, 0.0020, 0.0010, 20.4629
91, 0.0450, 0.2839, 0.0159, 0.0059, 0.0031, 20.4630
92, 0.0455, 1.4196, 0.0085, 0.0020, 0.0010, 20.4630
93, 0.0460, 0.8518, 0.0012, 0.0132, -0.0031, 20.4631
94, 0.0465, 0.0000, -0.0012, -0.0083, -0.0010, 20.4631
95, 0.0470, 0.2839, -0.0037, 0.0249, 0.0031, 20.4632
96, 0.0475, 0.8518, -0.0134, 0.0186, 0.0031, 20.4632
97, 0.0480, 0.8518, -0.0183, 0.0083, 0.0010, 20.4633
98, 0.0485, 0.2839, -0.0183, -0.0171, 0.0010, 20.4633
99, 0.0490, 0.8518, -0.0281, 0.0132, -0.0031, 20.4634
100, 0.0495, 0.2839, -0.0305, 0.0044, -0.0010, 20.4634
101, 0.0500, 0.8518, -0.0281, 0.0068, -0.0031, 20.4635
102, 0.0505, 0.0000, -0.0427, -0.0122, -0.0031, 20.4635
103, 0.0510, 0.2839, -0.0403, -0.0171, 0.0010, 20.4636
104, 0.0515, 0.2839, -0.0281, -0.0147, -0.0010, 20.4636
105, 0.0520, 0.2839, -0.0305, 0.0132, -0.0031, 20.4637
106, 0.0525, 0.2839, -0.0403, -0.0171, 0.0010, 20.4637
107, 0.0530, 0.2839, -0.0232, 0.0132, -0.0031, 20.4638
108, 0.0535, 0.0000, -0.0281, -0.0147, -0.0010, 20.4638
109, 0.0540, 0.2839, -0.0281, -0.0171, 0.0010, 20.4639
110, 0.0545, 0.2839, -0.0183, -0.0044, 0.0010, 20.4639
111, 0.0550, 0.2839, -0.0110, 0.0274, 0.0010, 20.4640
112, 0.0555, 0.2839, -0.0012, -0.0147, -0.0010, 20.4640
113, 0.0560, 0.2839, -0.0061, -0.0171, 0.0010, 20.4641
114, 0.0565, 0.2839, 0.0012, 0.0249, 0.0031, 20.4641
115, 0.0570, 1.4196, 0.0085, 0.0083, 0.0010, 20.4642
116, 0.0575, 0.8518, 0.0183, 0.0044, -0.0010, 20.4642
117, 0.0580, 0.8518, 0.0159, 0.0068, -0.0031, 20.4643
118, 0.0585, 0.0000, 0.0134, 0.0044, -0.0010, 20.4643
119, 0.0590, 0.0000, 0.0232, -0.0171, 0.0010, 20.4644
120, 0.0595, 0.2839, 0.0330, 0.0249, 0.0031, 20.4644
121, 0.0600, 0.2839, 0.0281, 0.0210, 0.0010, 20.4645
122, 0.0605, 1.4196, 0.0378, 0.0020, 0.0010, 20.4645
123, 0.0610, 0.8518, 0.0354, 0.0132, -0.0031, 20.4646
124, 0.0615, 0.2839, 0.0281, -0.0147, -0.0010, 20.4646
125, 0.0620, 0.2839, 0.0281, -0.0171, 0.0010, 20.4647
126, 0.0625, 0.0000, 0.0305, 0.0274, 0.0010, 20.4647
127, 0.0630, 0.2839, 0.0281, 0.0210, 0.0010, 20.4648
128, 0.0635, 1.4196, 0.0330, -0.0005, 0.0031, 20.4648
129, 0.0640, 0.2839, 0.0305, 0.0020, 0.0010, 20.4649
130, 0.0645, 0.2839, 0.0134, -0.0171, 0.0010, 20.4649
131, 0.0650, 0.2839, 0.0110, 0.0313, 0.0031, 20.4650
132, 0.0655, 0.8518, 0.0085, 0.0020, 0.0010, 20.4650
133, 0.0660, 0.0000, 0.0012, -0.0122, -0.0031, 20.4651
134, 0.0665, 0.0000, 0.0012, -0.0005, 0.0031, 20.4651
135, 0.0670, 0.8518, -0.0037, 0.0083, 0.0010, 20.4652
136, 0.0675, 0.0000, -0.0183, 0.0005, -0.0031, 20.4652
137, 0.0680, 0.2839, -0.0159, 0.0249, 0.0031, 20.4653
138, 0.0685, 0.2839, -0.0159, -0.0083, -0.0010, 20.4653
139, 0.0690, 0.0000, -0.0232, 0.0020, 0.0010, 20.4654
140, 0.0695, 0.0000, -0.0281, 0.0249, 0.0031, 20.4654
141, 0.0700, 1.4196, -0.0256, 0.0020, 0.0010, 20.4655
142, 0.0705, 0.8518, -0.0354, 0.0044, -0.0010, 20.4655
143, 0.0710, 0.2839, -0.0378, -0.0147, -0.0010, 20.4656
144, 0.0715, 0.2839, -0.0330, -0.0171, 0.0010, 20.4656
145, 0.0720, 0.0000, -0.0354, 0.0020, 0.0010, 20.4657
146, 0.0725, 0.0000, -0.0330, 0.0059, 0.0031, 20.4657
147, 0.0730, 0.2839, -0.0232, 0.0186, 0.0031, 20.4658
148, 0.0735, 0.2839, -0.0232, 0.0274, 0.0010, 20.4658
149, 0.0740, 0.8518, -0.0232, 0.0020, 0.0010, 20.4659
150, 0.0745, 1.4196, -0.0183, 0.0107, -0.0010, 20.4659
151, 0.0750, 0.2839, -0.0232, -0.0147, -0.0010, 20.4660
152, 0.0755, 0.0000, -0.0110, 0.0059, 0.0031, 20.4660
153, 0.0760, 0.8518, 0.0012, -0.0029, 0.0051, 20.4661
154, 0.0765, 1.4196, 0.0012, 0.0044, -0.0010, 20.4661
155, 0.0770, 0.2839, 0.0061, -0.0122, -0.0031, 20.4662
156, 0.0775, 0.0000, 0.0183, -0.0005, 0.0031, 20.4662
157, 0.0780, 1.4196, 0.0232, 0.0020, 0.0010, 20.4663
158, 0.0785, 0.2839, 0.0110, 0.0044, -0.0010, 20.4663
159, 0.0790, 0.2839, 0.0183, 0.0274, 0.0010, 20.4664
160, 0.0795, 0.2839, 0.0330, 0.0020, 0.0010, 20.4664
161, 0.0800, 0.2839, 0.0232, -0.0147, -0.0010, 20.4665
162, 0.0805, 0.0000, 0.0354, -0.0171, 0.0010, 20.4665
163, 0.0810, 0.2839, 0.0330, 0.0210, 0.0010, 20.4666
164, 0.0815, 0.2839, 0.0305, 0.0249, 0.0031, 20.4666
165, 0.0820, 0.8518, 0.0354, 0.0020, 0.0010, 20.4667
166, 0.0825, 0.2839, 0.0305, 0.0068, -0.0031, 20.4667
167, 0.0830, 0.0000, 0.0183, 0.0083, 0.0010, 20.4668
168, 0.0835, 0.2839, 0.0330, -0.0005, 0.0031, 20.4668
169, 0.0840, 1.4196, 0.0305, 0.0020, 0.0010, 20.4669
170, 0.0845, 1.4196, 0.0159, 0.0020, 0.0010, 20.4669
171, 0.0850, 0.2839, 0.0159, -0.0122, -0.0031, 20.4670
172, 0.0855, 0.2839, 0.0037, -0.0171, 0.0010, 20.4670
173, 0.0860, 0.2839, 0.0012, -0.0171, 0.0010, 20.4671
174, 0.0865, 0.0000, -0.0012, -0.0171, 0.0010, 20.4671
175, 0.0870, 0.0000, -0.0061, 0.0020, 0.0010, 20.4672
176, 0.0875, 0.2839, -0.0159, -0.0005, 0.0031, 20.4672
177, 0.0880, 0.8518, -0.0134, 0.0210, 0.0010, 20.4673
178, 0.0885, 0.8518, -0.0183, -0.0122, -0.0031, 20.4673
179, 0.0890, 0.2839, -0.0281, -0.0107, 0.0010, 20.4674
180, 0.0895, 0.0000, -0.0330, -0.0044, 0.0010, 20.4674
181, 0.0900, 0.8518, -0.0281, 0.0186, 0.0031, 20.4675
182, 0.0905, 0.8518, -0.0427, 0.0274, 0.0010, 20.4675
183, 0.0910, 0.2839, -0.0330, -0.0122, -0.0031, 20.4676
184, 0.0915, 0.0000, -0.0281, -0.0005, 0.0031, 20.4676
185, 0.0920, 0.2839, -0.0403, 0.0083, 0.0010, 20.4677
186, 0.0925, 0.2839, -0.0305, 0.0249, 0.0031, 20.4677
187, 0.0930, 1.4196, -0.0208, -0.0005, 0.0031, 20.4678
188, 0.0935, 0.8518, -0.0281, 0.0107, -0.0010, 20.4678
189, 0.0940, 0.2839, -0.0281, -0.0122, -0.0031, 20.4679
190, 0.0945, 0.2839, -0.0208, -0.0171, 0.0010, 20.4679
191, 0.0950, 0.0000, -0.0208, 0.0020, 0.0010, 20.4680
192, 0.0955, 0.0000, -0.0037, -0.0029, 0.0051, 20.4680
193, 0.0960, 1.4196, 0.0061, -0.0005, 0.0031, 20.4681
194, 0.0965, 1.4196, 0.0012, -0.0171, 0.0010, 20.4681
195, 0.0970, 0.2839, 0.0037, -0.0171, 0.0010, 20.4682
196, 0.0975, 0.2839, 0.0183, 0.0083, 0.0010, 20.4682
197, 0.0980, 0.2839, 0.0232, 0.0210, 0.0010, 20.4683
198, 0.0985, 0.2839, 0.0159, -0.0122, -0.0031, 20.4683
199, 0.0990, 0.0000, 0.0208, -0.0171, 0.0010, 20.4684
200, 0.0995, 0.2839, 0.0305, 0.0186, 0.0031, 20.4684
201, 0.1000, 0.8518, 0.0256, 0.0044, -0.0010, 20.4685
202, 0.1005, 0.0000, 0.0305, -0.0122, -0.0031, 20.4685
203, 0.1010, 0.2839, 0.0354, -0.0005, 0.0031, 20.4686
204, 0.1015, 1.4196, 0.0281, 0.0020, 0.0010, 20.4686
205, 0.1020, 0.2839, 0.0305, -0.0171, 0.0010, 20.4687
206, 0.1025, 0.2839, 0.0330, 0.0249, 0.0031, 20.4687
207, 0.1030, 0.2839, 0.0256, 0.0020, 0.0010, 20.4688
208, 0.1035, 0.2839, 0.0281, -0.0147, -0.0010, 20.4688
209, 0.1040, 0.2839, 0.0232, -0.0122, -0.0031, 20.4689
210, 0.1045, 0.2839, 0.0110, -0.0107, 0.0010, 20.4689
211, 0.1050, 0.0000, 0.0134, 0.0044, -0.0010, 20.4690
212, 0.1055, 0.2839, 0.0012, -0.0147, -0.0010, 20.4690
213, 0.1060, 0.8518, 0.0085, -0.0171, 0.0010, 20.4691
214, 0.1065, 0.8518, 0.0037, 0.0068, -0.0031, 20.4691
215, 0.1070, 1.4196, -0.0061, 0.0020, 0.0010, 20.4692
216, 0.1075, 1.4196, -0.0159, 0.0068, -0.0031, 20.4692
217, 0.1080, 0.2839, -0.0183, -0.0147, -0.0010, 20.4693
218, 0.1085, 0.8518, -0.0208, -0.0107, 0.0010, 20.4693
219, 0.1090, 0.0000, -0.0281, -0.0122, -0.0031, 20.4694
220, 0.1095, 0.2839, -0.0330, -0.0195, 0.0031, 20.4694
221, 0.1100, 0.0000, -0.0305, 0.0083, 0.0010, 20.4695
222, 0.1105, 0.2839, -0.0354, 0.0059, 0.0031, 20.4695
223, 0.1110, 0.8518, -0.0305, 0.0044, -0.0010, 20.4696
224, 0.1115, 0.2839, -0.0330, 0.0068, -0.0031, 20.4696
225, 0.1120, 0.0000, -0.0330, 0.0083, 0.0010, 20.4697
226, 0.1125, 0.2839, -0.0305, -0.0068, 0.0031, 20.4697
227, 0.1130, 0.8518, -0.0232, 0.0249, 0.0031, 20.4698
228, 0.1135, 0.8518, -0.0281, 0.0210, 0.0010, 20.4698
229, 0.1140, 0.8518, -0.0281, 0.0274, 0.0010, 20.4699
230, 0.1145, 1.4196, -0.0134, 0.0020, 0.0010, 20.4699
231, 0.1150, 0.8518, -0.0134, 0.0020, 0.0010, 20.4700
232, 0.1155, 0.8518, -0.0012, 0.0068, -0.0031, 20.4700
233, 0.1160, 0.8518, -0.0061, -0.0122, -0.0031, 20.4701
234, 0.1165, 0.2839, 0.0012, -0.0147, -0.0010, 20.4701
235, 0.1170, 0.8518, 0.0037, -0.0171, 0.0010, 20.4702
236, 0.1175, 0.0000, 0.0134, 0.0044, -0.0010, 20.4702
237, 0.1180, 0.0000, 0.0183, -0.0171, 0.0010, 20.4703
238, 0.1185, 0.2839, 0.0159, 0.0186, 0.0031, 20.4703
239, 0.1190, 0.2839, 0.0281, 0.0249, 0.0031, 20.4704
240, 0.1195, 0.8518, 0.0354, 0.0020, 0.0010, 20.4704
241, 0.1200, 0.8518, 0.0281, 0.0068, -0.0031, 20.4705
242, 0.1205, 0.2839, 0.0354, 0.0068, -0.0031, 20.4705
243, 0.1210, 0.2839, 0.0330, 0.0044, -0.0010, 20.4706
244, 0.1215, 0.0000, 0.0281, -0.0122, -0.0031, 20.4706
245, 0.1220, 0.2839, 0.0281, -0.0171, 0.0010, 20.4707
246, 0.1225, 0.2839, 0.0305, -0.0147, -0.0010, 20.4707
247, 0.1230, 0.2839, 0.0183, 0.0068, -0.0031, 20.4708
248, 0.1235, 0.0000, 0.0281, -0.0005, 0.0031, 20.4708
249, 0.1240, 0.2839, 0.0256, -0.0005, 0.0031, 20.4709
250, 0.1245, 1.4196, 0.0208, 0.0249, 0.0031, 20.4709
251, 0.1250, 1.4196, 0.0134, 0.0210, 0.0010, 20.4710
252, 0.1255, 0.8518, 0.0085, 0.0020, 0.0010, 20.4710
253, 0.1260, 1.4196, 0.0085, 0.0020, 0.0010, 20.4711
254, 0.1265, 1.4196, 0.0012, 0.0020, 0.0010, 20.4711
255, 0.1270, 0.2839, -0.0037, -0.0147, -0.0010, 20.4712
256, 0.1275, 0.2839, -0.0208, -0.0171, 0.0010, 20.4712
257, 0.1280, 0.0000, -0.0232, 0.0083, 0.0010, 20.4713
258, 0.1285, 0.0000, -0.0183, -0.0005, 0.0031, 20.4713
259, 0.1290, 0.2839, -0.0256, 0.0186, 0.0031, 20.4714
260, 0.1295, 0.8518, -0.0305, 0.0274, 0.0010, 20.4714
261, 0.1300, 0.8518, -0.0232, 0.0020, 0.0010, 20.4715
262, 0.1305, 0.2839, -0.0330, 0.0059, 0.0031, 20.4715
263, 0.1310, 0.2839, -0.0330, 0.0313, 0.0031, 20.4716
264, 0.1315, 0.2839, -0.0281, 0.0249, 0.0031, 20.4716
265, 0.1320, 0.2839, -0.0281, 0.0083, 0.0010, 20.4717
266, 0.1325, 0.8518, -0.0305, -0.0029, 0.0051, 20.4717
267, 0.1330, 0.8518, -0.0183, 0.0249, 0.0031, 20.4718
268, 0.1335, 0.8518, -0.0281, 0.0068, -0.0031, 20.4718
269, 0.1340, 0.2839, -0.0281, -0.0107, 0.0010, 20.4719
270, 0.1345, 0.2839, -0.0183, -0.0171, 0.0010, 20.4719
271, 0.1350, 0.8518, -0.0208, 0.0020, 0.0010, 20.4720
272, 0.1355, 0.2839, -0.0037, 0.0274, 0.0010, 20.4720
273, 0.1360, 0.2839, -0.0012, -0.0171, 0.0010, 20.4721
274, 0.1365, 0.2839, 0.0037, -0.0059, -0.0031, 20.4721
275, 0.1370, 0.0000, 0.0061, -0.0107, 0.0010, 20.4722
276, 0.1375, 0.2839, 0.0183, 0.0020, 0.0010, 20.4722
277, 0.1380, 0.2839, 0.0159, -0.0005, 0.0031, 20.4723
278, 0.1385, 0.8518, 0.0134, 0.0186, 0.0031, 20.4723
279, 0.1390, 0.2839, 0.0281, 0.0274, 0.0010, 20.4724
280, 0.1395, 1.4196, 0.0330, 0.0020, 0.0010, 20.4724
281, 0.1400, 0.2839, 0.0281, 0.0005, -0.0031, 20.4725
282, 0.1405, 0.8518, 0.0354, -0.0147, -0.0010, 20.4725
283, 0.1410, 0.0000, 0.0354, -0.0171, 0.0010, 20.4726
284, 0.1415, 0.2839, 0.0232, 0.0020, 0.0010, 20.4726
285, 0.1420, 0.2839, 0.0330, 0.0210, 0.0010, 20.4727
286, 0.1425, 0.2839, 0.0305, 0.0020, 0.0010, 20.4727
287, 0.1430, 0.8518, 0.0256, 0.0044, -0.0010, 20.4728
288, 0.1435, 0.2839, 0.0232, -0.0171, 0.0010, 20.4728
289, 0.1440, 0.0000, 0.0232, 0.0020, 0.0010, 20.4729
290, 0.1445, 0.2839, 0.0208, 0.0059, 0.0031, 20.4729
291, 0.1450, 1.4196, 0.0110, 0.0249, 0.0031, 20.4730
292, 0.1455, 0.8518, 0.0085, 0.0274, 0.0010, 20.4730
293, 0.1460, 0.8518, 0.0037, 0.0020, 0.0010, 20.4731
294, 0.1465, 0.8518, -0.0037, -0.0059, -0.0031, 20.4731
295, 0.1470, 0.0000, -0.0085, 0.0020, 0.0010, 20.4732
296, 0.1475, 0.0000, -0.0183, -0.0171, 0.0010, 20.4732
297, 0.1480, 0.0000, -0.0208, -0.0171, 0.0010, 20.4733
298, 0.1485, 0.0000, -0.0183, -0.0107, 0.0010, 20.4733
299, 0.1490, 0.0000, -0.0305, 0.0020, 0.0010, 20.4734
300, 0.1495, 0.0000, -0.0354, 0.0274, 0.0010, 20.4734
301, 0.1500, 0.0000, -0.0281, -0.0171, 0.0010, 20.4735
302, 0.1505, 0.2839, -0.0354, 0.0274, 0.0010, 20.4735
303, 0.1510, 0.2839, -0.0330, -0.0068, 0.0031, 20.4736
304, 0.1515, 0.8518, -0.0256, -0.0005, 0.0031, 20.4736
305, 0.1520, 0.8518, -0.0305, 0.0083, 0.0010, 20.4737
306, 0.1525, 0.8518, -0.0354, 0.0107, -0.0010, 20.4737
307, 0.1530, 0.0000, -0.0256, 0.0083, 0.0010, 20.4738
308, 0.1535, 0.0000, -0.0281, -0.0005, 0.0031, 20.4738
309, 0.1540, 1.4196, -0.0232, 0.0083, 0.0010, 20.4739
310, 0.1545, 0.8518, -0.0183, 0.0107, -0.0010, 20.4739
311, 0.1550, 0.2839, -0.0134, -0.0107, 0.0010, 20.4740
312, 0.1555, 0.2839, -0.0061, 0.0210, 0.0010, 20.4740
313, 0.1560, 0.2839, -0.0012, -0.0005, 0.0031, 20.4741
314, 0.1565, 1.4196, 0.0037, -0.0005, 0.0031, 20.4741
315, 0.1570, 1.4196, 0.0085, 0.0107, -0.0010, 20.4742
316, 0.1575, 0.0000, 0.0134, 0.0068, -0.0031, 20.4742
317, 0.1580, 0.0000, 0.0183, -0.0005, 0.0031, 20.4743
318, 0.1585, 0.8518, 0.0183, 0.0020, 0.0010, 20.4743
319, 0.1590, 0.8518, 0.0256, 0.0044, -0.0010, 20.4744
320, 0.1595, 0.0000, 0.0281, -0.0122, -0.0031, 20.4744
321, 0.1600, 0.0000, 0.0281, 0.0059, 0.0031, 20.4745
322, 0.1605, 0.2839, 0.0354, 0.0020, 0.0010, 20.4745
323, 0.1610, 0.2839, 0.0354, 0.0034, 0.0051, 20.4746
324, 0.1615, 0.2839, 0.0281, 0.0274, 0.0010, 20.4746
325, 0.1620, 0.2839, 0.0305, 0.0249, 0.0031, 20.4747
326, 0.1625, 0.2839, 0.0354, 0.0186, 0.0031, 20.4747
327, 0.1630, 1.4196, 0.0256, 0.0020, 0.0010, 20.4748
328, 0.1635, 0.8518, 0.0305, 0.0044, -0.0010, 20.4748
329, 0.1640, 0.2839, 0.0232, -0.0171, 0.0010, 20.4749
330, 0.1645, 0.0000, 0.0110, -0.0186, -0.0031, 20.4749
331, 0.1650, 0.2839, 0.0085, -0.0171, 0.0010, 20.4750
332, 0.1655, 0.0000, 0.0061, -0.0005, 0.0031, 20.4750
333, 0.1660, 0.0000, 0.0012, 0.0059, 0.0031, 20.4751
334, 0.1665, 0.2839, 0.0012, 0.0249, 0.0031, 20.4751
335, 0.1670, 0.2839, -0.0012, 0.0274, 0.0010, 20.4752
336, 0.1675, 0.2839, -0.0183, 0.0020, 0.0010, 20.4752
337, 0.1680, 0.2839, -0.0208, -0.0171, 0.0010, 20.4752
338, 0.1685, 0.2839, -0.0183, 0.0274, 0.0010, 20.4753
339, 0.1690, 0.2839, -0.0232, 0.0274, 0.0010, 20.4753
340, 0.1695, 0.8518, -0.0305, 0.0020, 0.0010, 20.4754
341, 0.1700, 0.2839, -0.0281, -0.0107, 0.0010, 20.4754
342, 0.1705, 0.2839, -0.0403, -0.0147, -0.0010, 20.4755
343, 0.1710, 0.0000, -0.0330, -0.0122, -0.0031, 20.4755
344, 0.1715, 0.0000, -0.0305, 0.0020, 0.0010, 20.4756
345, 0.1720, 0.0000, -0.0330, -0.0005, 0.0031, 20.4756
346, 0.1725, 0.2839, -0.0330, 0.0020, 0.0010, 20.4757
347, 0.1730, 0.0000, -0.0232, -0.0005, 0.0031, 20.4757
348, 0.1735, 0.2839, -0.0281, 0.0225, 0.0051, 20.4758
349, 0.1740, 0.2839, -0.0281, -0.0005, 0.0031, 20.4758
350, 0.1745, 0.2839, -0.0134, -0.0005, 0.0031, 20.4759
351, 0.1750, 0.2839, -0.0159, 0.0020, 0.0010, 20.4759
352, 0.1755, 0.2839, -0.0061, 0.0186, 0.0031, 20.4760
353, 0.1760, 0.8518, 0.0037, 0.0249, 0.0031, 20.4760
354, 0.1765, 0.2839, 0.0012, 0.0020, 0.0010, 20.4761
355, 0.1770, 0.2839, 0.0037, -0.0083, -0.0010, 20.4761
356, 0.1775, 0.2839, 0.0159, -0.0068, 0.0031, 20.4762
357, 0.1780, 0.0000, 0.0110, -0.0068, 0.0031, 20.4762
358, 0.1785, 0.2839, 0.0159, 0.0249, 0.0031, 20.4763
359, 0.1790, 0.8518, 0.0281, 0.0274, 0.0010, 20.4763
360, 0.1795, 0.8518, 0.0305, -0.0171, 0.0010, 20.4764
361, 0.1800, 0.2839, 0.0232, -0.0171, 0.0010, 20.4764
362, 0.1805, 0.2839, 0.0354, 0.0249, 0.0031, 20.4765
363, 0.1810, 0.8518, 0.0354, 0.0068, -0.0031, 20.4765
364, 0.1815, 0.0000, 0.0232, 0.0020, 0.0010, 20.4766
365, 0.1820, 0.2839, 0.0305, 0.0249, 0.0031, 20.4766
366, 0.1825, 0.8518, 0.0330, -0.0044, 0.0010, 20.4767
