Index,Zeit[s],Drehzahl[1/min],Generatorspannung[V],Motorspannung[V],Strommessung[A],Temperatur[C]
28993, 14.4960, 1326.7540, 1.8423, 12.2506, 0.4100, 20.5248
28994, 14.4965, 1315.9651, 1.9790, 12.2819, 0.3734, 20.5245
28995, 14.4970, 1362.5278, 1.9863, 12.2306, 0.4161, 20.5248
28996, 14.4975, 1380.1308, 1.9228, 12.0889, 0.3490, 20.5254
28997, 14.4980, 1392.0554, 1.9644, 11.5765, 0.3897, 20.5254
28998, 14.4985, 1391.4875, 1.6494, 11.1690, 0.3693, 20.5255
28999, 14.4990, 1385.8092, 1.9155, 11.0576, 0.2452, 20.5251
29000, 14.4995, 1373.3167, 1.9595, 10.5335, 0.3062, 20.5249
29001, 14.5000, 1356.2816, 2.0523, 10.2711, 0.2391, 20.5257
29002, 14.5005, 1317.1007, 1.9448, 10.0908, 0.1882, 20.5261
29003, 14.5010, 1327.8897, 2.0156, 9.6780, 0.2147, 20.5258
29004, 14.5015, 1351.1710, 1.8496, 9.5529, 0.1496, 20.5258
29005, 14.5020, 1363.6635, 1.9448, 9.3380, 0.1435, 20.5258
29006, 14.5025, 1375.0202, 2.0523, 9.1528, 0.1496, 20.5260
29007, 14.5030, 1377.8594, 1.8960, 9.3541, 0.1089, 20.5260
29008, 14.5035, 1371.6132, 1.9058, 9.6814, 0.1801, 20.5265
29009, 14.5040, 1359.6886, 1.7837, 10.2589, 0.2493, 20.5264
29010, 14.5045, 1336.9751, 1.9399, 11.1030, 0.2655, 20.5262
29011, 14.5050, 1311.4223, 1.9521, 11.6737, 0.3774, 20.5264
29012, 14.5055, 1308.5832, 1.7812, 12.2067, 0.4202, 20.5260
29013, 14.5060, 1333.5680, 1.9375, 12.2291, 0.4120, 20.5260
29014, 14.5065, 1350.6032, 1.9937, 12.2008, 0.4568, 20.5260
29015, 14.5070, 1356.2816, 1.9131, 12.2609, 0.3856, 20.5254
29016, 14.5075, 1358.5529, 1.8423, 11.9585, 0.4100, 20.5250
29017, 14.5080, 1350.6032, 1.9717, 11.5892, 0.3632, 20.5250
29018, 14.5085, 1338.6786, 1.9570, 11.3859, 0.2838, 20.5242
29019, 14.5090, 1320.5078, 1.9253, 10.8866, 0.3083, 20.5241
29020, 14.5095, 1297.7942, 1.8374, 10.5706, 0.2594, 20.5244
29021, 14.5100, 1331.2967, 1.8227, 10.3815, 0.2106, 20.5235
29022, 14.5105, 1349.4675, 2.0059, 9.9936, 0.2269, 20.5235
29023, 14.5110, 1363.6635, 1.8764, 9.8436, 0.1455, 20.5238
29024, 14.5115, 1368.2062, 1.8691, 9.5222, 0.1699, 20.5236
29025, 14.5120, 1371.0454, 2.0107, 9.2115, 0.1801, 20.5234
29026, 14.5125, 1368.2062, 1.8716, 9.2300, 0.1170, 20.5238
29027, 14.5130, 1355.1459, 1.9741, 9.2291, 0.1760, 20.5241
29028, 14.5135, 1334.1359, 2.0181, 9.7347, 0.1516, 20.5246
29029, 14.5140, 1309.1510, 1.7861, 10.4293, 0.1760, 20.5246
29030, 14.5145, 1344.9248, 1.9888, 10.9858, 0.3103, 20.5242
29031, 14.5150, 1367.0705, 1.8887, 11.9374, 0.2900, 20.5246
29032, 14.5155, 1381.2664, 1.8740, 12.2677, 0.3958, 20.5255
29033, 14.5160, 1387.5127, 2.0156, 12.2282, 0.4181, 20.5257
29034, 14.5165, 1381.2664, 1.9473, 12.3019, 0.3408, 20.5249
29035, 14.5170, 1374.4524, 1.9497, 12.2067, 0.4202, 20.5249
29036, 14.5175, 1359.6886, 2.0425, 12.1612, 0.3469, 20.5249
29037, 14.5180, 1339.8143, 1.9863, 11.8456, 0.3083, 20.5248
29038, 14.5185, 1321.6434, 2.0181, 11.2799, 0.3510, 20.5252
29039, 14.5190, 1354.0102, 1.9644, 11.1187, 0.2472, 20.5248
29040, 14.5195, 1373.3167, 1.8740, 10.7469, 0.2554, 20.5252
29041, 14.5200, 1384.6735, 2.0254, 10.4167, 0.2289, 20.5252
29042, 14.5205, 1392.6232, 1.9131, 10.1607, 0.1882, 20.5248
29043, 14.5210, 1390.9197, 1.9644, 9.7953, 0.2228, 20.5248
29044, 14.5215, 1378.9951, 2.0132, 9.6404, 0.1455, 20.5248
29045, 14.5220, 1361.3921, 1.9448, 9.4753, 0.1190, 20.5252
29046, 14.5225, 1335.2716, 2.0132, 9.2388, 0.1414, 20.5251
29047, 14.5230, 1320.5078, 1.8520, 9.3561, 0.1496, 20.5252
29048, 14.5235, 1345.4926, 1.9888, 9.7733, 0.1618, 20.5252
29049, 14.5240, 1362.5278, 2.0278, 10.3253, 0.2309, 20.5256
29050, 14.5245, 1372.1810, 1.8911, 11.1358, 0.2594, 20.5256
29051, 14.5250, 1373.8846, 1.9497, 11.8261, 0.3245, 20.5261
29052, 14.5255, 1372.7489, 2.0425, 12.2384, 0.3937, 20.5255
29053, 14.5260, 1363.0956, 1.9180, 12.2111, 0.4324, 20.5258
29054, 14.5265, 1348.3318, 1.9546, 12.2340, 0.4080, 20.5266
29055, 14.5270, 1322.7791, 1.8105, 12.2594, 0.4080, 20.5263
29056, 14.5275, 1301.2013, 1.8642, 11.9888, 0.4059, 20.5256
29057, 14.5280, 1326.7540, 1.9692, 11.6258, 0.3591, 20.5252
29058, 14.5285, 1343.7891, 1.8789, 11.3136, 0.3123, 20.5255
29059, 14.5290, 1357.4172, 1.8594, 10.9340, 0.2900, 20.5250
29060, 14.5295, 1359.6886, 2.0181, 10.6126, 0.2615, 20.5257
29061, 14.5300, 1356.2816, 1.9399, 10.3957, 0.2147, 20.5259
29062, 14.5305, 1347.7640, 1.9106, 10.1138, 0.1902, 20.5259
29063, 14.5310, 1329.5932, 1.7715, 9.7884, 0.1862, 20.5253
29064, 14.5315, 1299.4977, 1.9228, 9.5124, 0.1780, 20.5249
29065, 14.5320, 1321.6434, 1.9668, 9.3614, 0.1292, 20.5249
29066, 14.5325, 1339.2464, 1.8423, 9.2603, 0.1129, 20.5249
29067, 14.5330, 1357.4172, 1.9033, 9.2955, 0.1577, 20.5250
29068, 14.5335, 1369.3418, 2.0230, 9.6697, 0.2004, 20.5254
29069, 14.5340, 1375.5881, 1.9351, 10.4083, 0.1882, 20.5254
29070, 14.5345, 1364.2313, 1.9473, 11.1665, 0.2391, 20.5250
29071, 14.5350, 1353.4424, 1.8105, 11.8065, 0.3408, 20.5245
29072, 14.5355, 1334.7037, 1.9180, 12.2555, 0.4059, 20.5240
29073, 14.5360, 1314.2615, 2.0352, 12.2282, 0.4181, 20.5240
29074, 14.5365, 1339.8143, 1.8838, 12.2892, 0.3673, 20.5239
29075, 14.5370, 1360.2564, 1.9228, 12.2257, 0.4202, 20.5245
29076, 14.5375, 1375.5881, 2.0156, 11.9810, 0.4283, 20.5250
29077, 14.5380, 1379.5629, 1.9521, 11.7997, 0.3042, 20.5249
29078, 14.5385, 1385.8092, 1.9839, 11.3229, 0.3205, 20.5245
29079, 14.5390, 1381.2664, 1.8398, 11.0078, 0.2655, 20.5243
29080, 14.5395, 1368.2062, 1.9912, 10.6595, 0.2594, 20.5242
29081, 14.5400, 1346.6283, 2.0059, 10.2965, 0.2655, 20.5243
29082, 14.5405, 1317.6686, 1.9302, 10.1299, 0.1821, 20.5240
29083, 14.5410, 1349.4675, 1.9644, 9.7532, 0.1943, 20.5239
29084, 14.5415, 1369.9097, 1.9985, 9.4738, 0.1943, 20.5237
29085, 14.5420, 1386.9448, 1.9448, 9.4103, 0.1150, 20.5242
29086, 14.5425, 1393.1911, 1.9570, 9.1636, 0.1618, 20.5238
29087, 14.5430, 1387.5127, 1.7983, 9.3014, 0.1475, 20.5235
29088, 14.5435, 1380.1308, 1.8227, 9.7513, 0.1536, 20.5236
29089, 14.5440, 1363.0956, 2.0059, 10.2237, 0.2574, 20.5241
29090, 14.5445, 1347.1962, 1.8594, 11.0640, 0.2716, 20.5242
29091, 14.5450, 1306.3118, 1.9375, 11.6434, 0.4080, 20.5242
29092, 14.5455, 1335.8394, 2.0278, 12.1813, 0.4466, 20.5244
29093, 14.5460, 1356.2816, 1.8740, 12.2780, 0.3713, 20.5248
29094, 14.5465, 1367.0705, 1.9253, 12.1944, 0.4304, 20.5242
29095, 14.5470, 1378.9951, 1.5126, 12.2648, 0.3876, 20.5238
29096, 14.5475, 1377.8594, 1.8984, 12.1499, 0.3245, 20.5235
29097, 14.5480, 1369.9097, 1.9619, 11.5569, 0.3795, 20.5229
29098, 14.5485, 1353.4424, 1.8447, 11.2799, 0.3245, 20.5234
29099, 14.5490, 1330.7288, 1.8349, 10.9716, 0.2798, 20.5238
29100, 14.5495, 1301.7691, 1.9668, 10.5349, 0.2838, 20.5238
29101, 14.5500, 1321.6434, 1.9058, 10.3444, 0.2045, 20.5234
29102, 14.5505, 1344.3570, 1.8740, 9.9584, 0.2350, 20.5238
29103, 14.5510, 1353.4424, 1.7666, 9.7132, 0.2065, 20.5241
29104, 14.5515, 1357.9851, 1.8545, 9.5881, 0.1414, 20.5245
29105, 14.5520, 1356.8494, 1.9473, 9.2198, 0.1679, 20.5247
29106, 14.5525, 1344.9248, 1.8594, 9.1812, 0.1312, 20.5251
29107, 14.5530, 1331.2967, 1.8008, 9.3199, 0.1373, 20.5248
29108, 14.5535, 1306.3118, 1.9937, 9.6966, 0.1780, 20.5245
29109, 14.5540, 1309.1510, 1.8911, 10.3922, 0.1964, 20.5245
29110, 14.5545, 1337.5429, 1.9228, 11.0151, 0.3123, 20.5247
29111, 14.5550, 1352.8745, 2.0303, 11.7118, 0.3774, 20.5247
29112, 14.5555, 1365.3670, 1.9375, 12.2999, 0.3530, 20.5247
29113, 14.5560, 1368.2062, 1.9863, 12.2062, 0.4365, 20.5247
29114, 14.5565, 1370.4775, 1.6591, 12.2438, 0.3998, 20.5243
29115, 14.5570, 1364.2313, 1.8398, 12.2208, 0.4242, 20.5243
29116, 14.5575, 1349.4675, 2.0864, 11.9648, 0.4100, 20.5241
29117, 14.5580, 1325.6183, 1.8691, 11.7601, 0.3001, 20.5244
29118, 14.5585, 1310.8545, 1.9082, 11.3092, 0.3266, 20.5251
29119, 14.5590, 1359.6886, 2.0474, 10.9741, 0.2777, 20.5241
29120, 14.5595, 1375.0202, 1.9863, 10.8397, 0.1780, 20.5236
29121, 14.5600, 1387.5127, 1.9790, 10.3239, 0.2533, 20.5244
29122, 14.5605, 1388.6483, 2.0107, 10.2154, 0.1638, 20.5241
29123, 14.5610, 1380.1308, 1.8569, 9.8592, 0.1801, 20.5237
29124, 14.5615, 1369.9097, 1.9863, 9.5305, 0.1841, 20.5237
29125, 14.5620, 1349.4675, 1.9351, 9.4572, 0.1129, 20.5233
29126, 14.5625, 1328.4575, 1.8935, 9.2979, 0.1292, 20.5236
29127, 14.5630, 1343.2213, 2.0327, 9.3478, 0.1353, 20.5238
29128, 14.5635, 1360.8243, 1.9619, 9.8016, 0.1435, 20.5236
29129, 14.5640, 1375.5881, 1.9351, 10.3903, 0.2086, 20.5234
29130, 14.5645, 1384.1056, 2.0230, 11.1304, 0.2533, 20.5238
29131, 14.5650, 1391.4875, 1.9253, 11.8295, 0.3429, 20.5234
29132, 14.5655, 1384.1056, 1.9741, 12.2179, 0.4426, 20.5234
29133, 14.5660, 1372.7489, 1.7568, 12.3312, 0.3429, 20.5234
29134, 14.5665, 1352.3067, 1.9228, 12.2140, 0.4141, 20.5233
29135, 14.5670, 1312.5580, 2.0449, 12.2457, 0.3876, 20.5231
29136, 14.5675, 1334.1359, 1.8813, 12.0840, 0.3795, 20.5230
29137, 14.5680, 1356.2816, 1.9424, 11.6825, 0.3490, 20.5230
29138, 14.5685, 1373.3167, 1.9985, 11.4049, 0.2838, 20.5225
29139, 14.5690, 1376.7237, 1.9180, 11.0161, 0.2798, 20.5225
29140, 14.5695, 1377.8594, 1.9814, 10.6688, 0.2676, 20.5225
29141, 14.5700, 1372.7489, 1.8349, 10.4010, 0.2208, 20.5219
29142, 14.5705, 1358.5529, 1.8740, 10.0864, 0.2025, 20.5212
29143, 14.5710, 1341.5178, 1.9668, 9.7689, 0.2025, 20.5212
29144, 14.5715, 1309.7188, 1.9033, 9.5642, 0.1719, 20.5221
29145, 14.5720, 1312.5580, 1.8960, 9.3981, 0.1251, 20.5225
29146, 14.5725, 1332.4324, 1.6225, 9.1978, 0.1333, 20.5221
29147, 14.5730, 1346.6283, 1.9399, 9.3219, 0.1516, 20.5216
29148, 14.5735, 1357.9851, 1.9619, 9.7459, 0.1740, 20.5225
29149, 14.5740, 1355.1459, 1.8911, 10.4074, 0.1943, 20.5229
29150, 14.5745, 1351.7389, 1.9473, 11.0571, 0.2879, 20.5232
29151, 14.5750, 1336.9751, 1.9937, 11.7846, 0.3591, 20.5232
29152, 14.5755, 1318.2364, 1.9131, 12.2780, 0.3713, 20.5233
29153, 14.5760, 1297.2264, 1.9302, 12.2726, 0.3917, 20.5230
29154, 14.5765, 1326.7540, 2.0156, 12.2242, 0.4161, 20.5230
29155, 14.5770, 1351.1710, 1.9277, 12.3209, 0.3408, 20.5227
29156, 14.5775, 1365.3670, 1.9839, 11.9927, 0.4080, 20.5224
29157, 14.5780, 1376.1559, 1.7739, 11.6795, 0.3408, 20.5227
29158, 14.5785, 1375.5881, 1.9448, 11.3722, 0.3164, 20.5230
29159, 14.5790, 1364.7991, 1.9058, 11.0303, 0.2838, 20.5226
29160, 14.5795, 1352.3067, 1.9082, 10.7313, 0.2472, 20.5219
29161, 14.5800, 1329.0253, 1.9570, 10.3243, 0.2635, 20.5215
29162, 14.5805, 1316.5329, 1.7251, 10.0088, 0.2248, 20.5213
29163, 14.5810, 1351.1710, 1.9326, 9.9022, 0.1496, 20.5215
29164, 14.5815, 1368.2062, 1.9668, 9.6042, 0.1597, 20.5215
29165, 14.5820, 1378.4273, 1.8130, 9.3771, 0.1373, 20.5219
29166, 14.5825, 1380.6986, 1.9033, 9.2965, 0.1251, 20.5215
29167, 14.5830, 1384.6735, 2.0132, 9.3360, 0.1557, 20.5212
29168, 14.5835, 1372.1810, 1.9204, 9.7816, 0.1496, 20.5215
29169, 14.5840, 1357.4172, 1.9302, 10.3400, 0.2187, 20.5216
29170, 14.5845, 1329.5932, 1.7592, 10.9633, 0.3184, 20.5225
29171, 14.5850, 1314.8294, 1.9668, 11.8691, 0.3205, 20.5226
29172, 14.5855, 1358.5529, 1.9351, 12.2130, 0.4202, 20.5228
29173, 14.5860, 1376.7237, 1.8105, 12.2399, 0.3978, 20.5232
29174, 14.5865, 1392.0554, 1.9375, 12.2814, 0.3897, 20.5230
29175, 14.5870, 1392.6232, 1.4565, 12.2013, 0.4405, 20.5223
29176, 14.5875, 1386.9448, 1.8423, 12.1250, 0.3347, 20.5220
29177, 14.5880, 1377.2916, 1.8642, 11.5838, 0.3836, 20.5227
29178, 14.5885, 1361.9600, 2.0010, 11.1910, 0.3510, 20.5224
29179, 14.5890, 1340.3821, 1.9131, 10.9746, 0.2615, 20.5229
29180, 14.5895, 1323.9148, 1.9351, 10.4797, 0.2981, 20.5224
29181, 14.5900, 1348.8997, 1.7690, 10.3024, 0.2289, 20.5226
29182, 14.5905, 1364.7991, 1.9033, 10.0615, 0.1862, 20.5223
29183, 14.5910, 1374.4524, 1.9912, 9.7078, 0.2004, 20.5223
29184, 14.5915, 1380.6986, 1.8398, 9.5754, 0.1414, 20.5218
29185, 14.5920, 1374.4524, 1.8276, 9.3429, 0.1394, 20.5220
29186, 14.5925, 1365.9348, 1.6176, 9.1318, 0.1618, 20.5227
29187, 14.5930, 1340.9499, 1.9106, 9.3355, 0.1190, 20.5230
29188, 14.5935, 1316.5329, 1.9204, 9.6692, 0.1902, 20.5225
29189, 14.5940, 1307.4475, 2.0205, 10.2559, 0.2411, 20.5218
29190, 14.5945, 1329.5932, 1.9424, 11.0518, 0.2818, 20.5220
29191, 14.5950, 1348.8997, 2.0010, 11.6747, 0.3978, 20.5218
29192, 14.5955, 1354.0102, 1.9033, 12.2672, 0.3856, 20.5215
29193, 14.5960, 1359.1208, 1.8642, 12.1969, 0.4283, 20.5214
29194, 14.5965, 1351.7389, 1.9937, 12.2208, 0.4242, 20.5214
29195, 14.5970, 1342.0856, 1.9692, 12.2965, 0.3612, 20.5214
29196, 14.5975, 1324.4826, 1.9448, 11.9346, 0.4141, 20.5213
29197, 14.5980, 1296.0907, 1.7446, 11.6058, 0.3652, 20.5211
29198, 14.5985, 1329.5932, 1.9521, 11.3771, 0.2859, 20.5217
29199, 14.5990, 1348.3318, 2.0278, 10.8627, 0.3123, 20.5208
29200, 14.5995, 1363.0956, 1.8642, 10.6863, 0.2370, 20.5200
29201, 14.6000, 1369.9097, 1.8594, 10.3458, 0.2350, 20.5201
29202, 14.6005, 1373.3167, 2.0523, 9.9238, 0.2533, 20.5211
29203, 14.6010, 1373.3167, 1.9302, 9.8402, 0.1536, 20.5206
29204, 14.6015, 1359.1208, 1.9668, 9.4323, 0.2025, 20.5206
29205, 14.6020, 1339.8143, 2.0718, 9.3263, 0.1373, 20.5211
29206, 14.6025, 1311.4223, 1.8667, 9.3145, 0.0783, 20.5217
29207, 14.6030, 1343.2213, 1.9839, 9.2774, 0.1516, 20.5223
29208, 14.6035, 1366.5027, 1.8178, 9.8035, 0.1312, 20.5220
29209, 14.6040, 1379.5629, 1.8227, 10.4230, 0.2025, 20.5211
29210, 14.6045, 1387.5127, 2.0156, 11.0278, 0.3123, 20.5207
29211, 14.6050, 1381.2664, 1.9521, 11.9702, 0.2838, 20.5201
29212, 14.6055, 1375.5881, 1.8740, 12.2169, 0.4222, 20.5208
29213, 14.6060, 1361.9600, 1.9961, 12.2941, 0.3632, 20.5210
29214, 14.6065, 1343.2213, 1.9399, 12.3248, 0.3429, 20.5206
29215, 14.6070, 1323.9148, 1.9399, 12.2037, 0.4385, 20.5206
29216, 14.6075, 1351.1710, 1.9741, 12.2501, 0.3205, 20.5203
29217, 14.6080, 1372.7489, 1.7153, 11.7675, 0.3469, 20.5200
29218, 14.6085, 1384.6735, 1.9717, 11.3874, 0.3144, 20.5193
29219, 14.6090, 1394.3267, 1.8276, 11.0840, 0.2655, 20.5190
29220, 14.6095, 1393.7589, 1.8887, 10.6140, 0.2920, 20.5186
29221, 14.6100, 1381.8343, 1.9375, 10.4484, 0.2025, 20.5181
29222, 14.6105, 1367.0705, 1.9033, 10.2120, 0.1719, 20.5183
29223, 14.6110, 1339.2464, 1.9497, 9.8304, 0.1882, 20.5188
29224, 14.6115, 1319.9399, 1.7446, 9.6096, 0.1658, 20.5183
29225, 14.6120, 1346.6283, 1.9399, 9.4279, 0.1373, 20.5181
29226, 14.6125, 1364.2313, 2.0059, 9.2286, 0.1394, 20.5188
29227, 14.6130, 1374.4524, 1.8569, 9.4328, 0.1333, 20.5197
29228, 14.6135, 1375.0202, 1.8642, 9.8412, 0.1475, 20.5193
29229, 14.6140, 1375.0202, 2.0352, 10.3028, 0.2391, 20.5193
29230, 14.6145, 1364.7991, 1.9106, 11.0772, 0.2818, 20.5196
29231, 14.6150, 1350.0353, 1.9497, 11.8065, 0.3408, 20.5196
29232, 14.6155, 1325.6183, 1.8374, 12.2408, 0.3917, 20.5196
29233, 14.6160, 1293.8194, 1.8862, 12.2301, 0.4324, 20.5193
29234, 14.6165, 1323.3470, 1.9985, 12.2506, 0.4100, 20.5193
29235, 14.6170, 1340.9499, 1.9131, 12.2335, 0.3978, 20.5193
29236, 14.6175, 1356.8494, 1.8911, 12.0044, 0.3876, 20.5188
29237, 14.6180, 1359.6886, 2.0254, 11.5554, 0.3754, 20.5185
29238, 14.6185, 1357.4172, 1.9741, 11.3664, 0.3001, 20.5194
29239, 14.6190, 1351.1710, 1.9351, 11.0483, 0.2635, 20.5189
29240, 14.6195, 1332.4324, 1.7299, 10.6062, 0.2615, 20.5191
29241, 14.6200, 1301.7691, 1.9619, 10.3507, 0.2309, 20.5191
29242, 14.6205, 1295.5229, 2.0059, 10.1245, 0.1760, 20.5188
29243, 14.6210, 1339.8143, 1.8716, 9.8495, 0.1618, 20.5189
29244, 14.6215, 1359.1208, 1.9424, 9.5065, 0.1882, 20.5192
29245, 14.6220, 1369.9097, 2.0352, 9.2808, 0.1699, 20.5191
29246, 14.6225, 1378.9951, 1.9302, 9.2676, 0.1068, 20.5182
29247, 14.6230, 1368.2062, 1.9155, 9.3771, 0.1109, 20.5182
29248, 14.6235, 1356.2816, 1.8008, 9.7102, 0.1719, 20.5187
29249, 14.6240, 1335.2716, 1.9302, 10.4025, 0.1984, 20.5182
29250, 14.6245, 1314.8294, 2.0230, 11.0576, 0.2981, 20.5182
29251, 14.6250, 1339.2464, 1.8642, 11.8603, 0.3225, 20.5188
29252, 14.6255, 1358.5529, 1.8764, 12.2247, 0.3998, 20.5181
29253, 14.6260, 1374.4524, 1.9790, 12.2111, 0.4324, 20.5181
29254, 14.6265, 1379.5629, 1.9155, 12.3073, 0.3469, 20.5179
29255, 14.6270, 1383.5378, 1.9082, 12.2213, 0.4080, 20.5176
29256, 14.6275, 1381.2664, 1.6469, 12.0195, 0.3856, 20.5179
29257, 14.6280, 1369.3418, 1.9228, 11.6702, 0.3591, 20.5182
29258, 14.6285, 1351.7389, 1.9351, 11.2228, 0.3510, 20.5174
29259, 14.6290, 1318.2364, 1.8716, 10.9848, 0.2635, 20.5172
29260, 14.6295, 1349.4675, 1.9253, 10.6233, 0.2737, 20.5175
29261, 14.6300, 1369.3418, 1.9717, 10.2911, 0.2594, 20.5172
29262, 14.6305, 1387.5127, 1.8935, 10.1406, 0.1679, 20.5173
29263, 14.6310, 1395.4624, 1.8789, 9.6922, 0.2187, 20.5173
29264, 14.6315, 1389.7840, 1.7324, 9.5227, 0.1801, 20.5169
29265, 14.6320, 1384.6735, 1.8301, 9.3903, 0.1211, 20.5168
29266, 14.6325, 1367.0705, 1.9668, 9.1441, 0.1516, 20.5169
29267, 14.6330, 1348.8997, 1.8252, 9.3311, 0.1333, 20.5165
29268, 14.6335, 1316.5329, 1.9497, 9.6839, 0.2045, 20.5165
29269, 14.6340, 1334.1359, 2.0352, 10.2042, 0.2737, 20.5165
29270, 14.6345, 1353.4424, 1.8935, 11.0967, 0.2655, 20.5169
29271, 14.6350, 1365.3670, 1.9228, 11.6996, 0.3876, 20.5167
29272, 14.6355, 1376.1559, 2.0547, 12.2125, 0.4100, 20.5169
29273, 14.6360, 1376.7237, 1.8960, 12.2970, 0.3449, 20.5167
29274, 14.6365, 1372.1810, 1.9497, 12.2238, 0.4324, 20.5167
29275, 14.6370, 1356.8494, 1.8691, 12.2267, 0.4141, 20.5167
29276, 14.6375, 1331.2967, 1.9253, 11.9946, 0.3958, 20.5166
29277, 14.6380, 1301.2013, 2.0059, 11.5672, 0.3815, 20.5166
29278, 14.6385, 1319.9399, 1.9448, 11.3322, 0.3022, 20.5167
29279, 14.6390, 1344.9248, 1.9375, 10.8661, 0.3306, 20.5167
29280, 14.6395, 1355.7137, 2.0400, 10.5642, 0.2859, 20.5167
29281, 14.6400, 1359.1208, 1.8471, 10.3810, 0.2004, 20.5173
29282, 14.6405, 1357.9851, 1.9717, 9.9560, 0.2370, 20.5176
29283, 14.6410, 1347.1962, 1.8887, 9.7640, 0.1801, 20.5180
29284, 14.6415, 1335.2716, 1.7934, 9.5896, 0.1455, 20.5177
29285, 14.6420, 1311.4223, 2.0107, 9.2799, 0.1496, 20.5173
29286, 14.6425, 1297.7942, 1.8813, 9.2452, 0.1150, 20.5164
29287, 14.6430, 1336.4072, 1.9180, 9.3043, 0.1557, 20.5166
29288, 14.6435, 1353.4424, 2.0547, 9.6531, 0.1984, 20.5166
29289, 14.6440, 1364.2313, 1.9253, 10.4430, 0.1699, 20.5163
29290, 14.6445, 1365.9348, 1.9570, 10.9712, 0.3225, 20.5172
29291, 14.6450, 1371.0454, 1.7495, 11.7479, 0.3632, 20.5176
29292, 14.6455, 1365.9348, 1.7910, 12.2330, 0.4141, 20.5177
29293, 14.6460, 1349.4675, 1.9863, 12.1642, 0.4609, 20.5177
29294, 14.6465, 1325.6183, 1.7666, 12.2926, 0.3591, 20.5179
29295, 14.6470, 1311.4223, 1.8496, 12.2726, 0.3917, 20.5180
29296, 14.6475, 1357.9851, 1.9985, 12.0107, 0.3876, 20.5182
29297, 14.6480, 1375.5881, 1.8594, 11.8505, 0.2777, 20.5186
29298, 14.6485, 1386.9448, 1.9082, 11.2628, 0.3388, 20.5185
29299, 14.6490, 1389.2162, 1.9741, 11.1040, 0.2330, 20.5182
29300, 14.6495, 1381.2664, 1.9058, 10.7235, 0.2432, 20.5183
29301, 14.6500, 1372.7489, 1.9619, 10.3273, 0.2452, 20.5187
29302, 14.6505, 1354.0102, 1.9253, 10.1709, 0.1638, 20.5183
29303, 14.6510, 1331.8645, 1.8594, 9.8905, 0.1699, 20.5180
29304, 14.6515, 1318.2364, 1.9937, 9.5378, 0.1780, 20.5182
29305, 14.6520, 1360.2564, 1.9692, 9.4665, 0.1211, 20.5189
29306, 14.6525, 1377.2916, 1.8984, 9.3267, 0.1211, 20.5190
29307, 14.6530, 1385.2413, 1.9839, 9.3878, 0.1231, 20.5193
29308, 14.6535, 1392.0554, 1.9155, 9.7908, 0.1577, 20.5195
29309, 14.6540, 1384.6735, 1.9985, 10.3190, 0.2574, 20.5199
29310, 14.6545, 1372.7489, 1.8911, 11.1934, 0.2432, 20.5200
29311, 14.6550, 1351.7389, 1.9204, 11.8275, 0.3551, 20.5200
29312, 14.6555, 1312.5580, 2.0278, 12.2496, 0.4161, 20.5202
29313, 14.6560, 1331.2967, 1.9082, 12.2433, 0.3897, 20.5202
29314, 14.6565, 1354.0102, 1.9570, 12.2643, 0.4039, 20.5208
29315, 14.6570, 1371.0454, 2.0474, 12.3014, 0.3571, 20.5210
29316, 14.6575, 1376.1559, 1.9155, 12.0840, 0.3795, 20.5206
29317, 14.6580, 1376.7237, 2.0156, 11.6829, 0.3591, 20.5206
29318, 14.6585, 1374.4524, 1.8349, 11.3312, 0.3083, 20.5210
29319, 14.6590, 1360.2564, 1.9131, 10.9482, 0.2940, 20.5210
29320, 14.6595, 1344.3570, 2.0254, 10.6375, 0.2777, 20.5212
29321, 14.6600, 1313.1259, 1.9351, 10.3234, 0.2432, 20.5212
29322, 14.6605, 1310.8545, 1.9228, 10.1406, 0.1679, 20.5213
29323, 14.6610, 1332.4324, 1.9912, 9.7718, 0.1841, 20.5213
29324, 14.6615, 1347.1962, 1.9546, 9.5818, 0.1679, 20.5209
29325, 14.6620, 1359.1208, 1.9863, 9.3443, 0.1435, 20.5205
29326, 14.6625, 1357.4172, 1.8862, 9.2833, 0.1150, 20.5206
29327, 14.6630, 1354.5781, 2.0303, 9.3780, 0.1312, 20.5205
29328, 14.6635, 1339.8143, 2.0010, 9.7493, 0.1658, 20.5205
29329, 14.6640, 1319.3721, 1.9131, 10.4030, 0.2086, 20.5202
29330, 14.6645, 1296.0907, 1.9277, 11.1284, 0.2655, 20.5206
29331, 14.6650, 1320.5078, 2.0010, 11.7421, 0.3734, 20.5216
29332, 14.6655, 1348.3318, 1.9009, 12.3400, 0.3408, 20.5219
29333, 14.6660, 1362.5278, 1.9619, 12.2018, 0.4242, 20.5217
29334, 14.6665, 1373.8846, 1.9912, 12.2550, 0.3958, 20.5218
29335, 14.6670, 1372.7489, 1.9277, 12.2633, 0.3836, 20.5227
29336, 14.6675, 1363.0956, 1.6665, 12.1402, 0.3591, 20.5225
29337, 14.6680, 1351.7389, 1.8520, 11.7586, 0.3225, 20.5225
29338, 14.6685, 1331.2967, 1.8862, 11.2555, 0.3449, 20.5225
29339, 14.6690, 1316.5329, 1.3319, 10.8788, 0.3306, 20.5226
29340, 14.6695, 1348.8997, 1.8838, 10.7542, 0.2228, 20.5218
