"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
0,0,10,1000
0.01,0,10,1000
0.02,0.5717206029895193,10,1000
0.03,1.3542419711260818,10,1000
0.04,1.3096232267445693,10,1000
0.05,2.2545045971012714,10,1000
0.06,3.5501542373761703,10,1000
0.07,3.891030839973896,10,1000
0.08,4.360116672618533,10,1000
0.09,5.732680194789381,10,1000
0.1,7.763433979788738,10,1000
0.11,8.593941358899396,10,1000
0.12,10.6735202481968,10,1000
0.13,12.74831406067455,10,1000
0.14,14.811188843908186,10,1000
0.15,15.580217704547763,10,1000
0.16,18.521517638614572,10,1000
0.17,18.551421111486924,10,1000
0.18,21.475456627908653,10,1000
0.19,22.803347519236084,10,1000
0.2,25.501414095890066,10,1000
0.21,27.801305134090267,10,1000
0.22,29.62162407145903,10,1000
0.23,31.286312181996724,10,1000
0.24,35.02979225047906,10,1000
0.25,36.254117824921174,10,1000
0.26,37.484032358381654,10,1000
0.27,40.08179647396071,10,1000
0.28,41.68558007707868,10,1000
0.29,43.54256914847423,10,1000
0.3,46.11391283849237,10,1000
0.31,48.714217464026966,10,1000
0.32,49.09590159372896,10,1000
0.33,51.346228336188354,10,1000
0.34,53.111126462503094,10,1000
0.35,55.59996205313264,10,1000
0.36,57.37905163113541,10,1000
0.37,58.434153132533325,10,1000
0.38,60.22571528472817,10,1000
0.39,61.34856166070848,10,1000
0.4,63.89599344053113,10,1000
0.41,65.72311982153046,10,1000
0.42,66.22955450058791,10,1000
0.43,68.25534405704256,10,1000
0.44,68.93156027511736,10,1000
0.45,71.20378246252565,10,1000
0.46,72.1458362383237,10,1000
0.47,73.79116141436707,10,1000
0.48,73.6149273780505,10,1000
0.49,74.77206918684224,10,1000
0.5,75.9725161259624,10,1000
0.51,77.18843448135509,10,1000
0.52,77.8524648666524,10,1000
0.53,78.66503462164368,10,1000
0.54,80.3047864069156,10,1000
0.55,81.33924893779857,10,1000
0.56,82.08690858558761,10,1000
0.57,82.66505242832518,10,1000
0.58,83.4577761023134,10,1000
0.59,84.33054604584997,10,1000
0.6,84.58580439681818,10,1000
0.61,84.27155314660352,10,1000
0.62,86.06340719179639,10,1000
0.63,85.21549256228262,10,1000
0.64,86.14697996624174,10,1000
0.65,86.51997315046745,10,1000
0.66,86.38681488218987,10,1000
0.67,87.64860765432822,10,1000
0.68,87.82839854626347,10,1000
0.69,87.35985795469479,10,1000
0.7,87.16140194821712,10,1000
0.71,87.92872951050809,10,1000
0.72,87.88915645151376,10,1000
0.73,87.96260861273757,10,1000
0.74,87.15319844595618,10,1000
0.75,88.28561069952549,10,1000
0.76,87.97928190829352,10,1000
0.77,89.0365360619654,10,1000
0.78,88.42908767200423,10,1000
0.79,87.73478683808086,10,1000
0.8,87.81461458438059,10,1000
0.81,88.89361442030294,10,1000
0.82,88.15008738388765,10,1000
0.83,88.25780036913672,10,1000
0.84,87.8942818955835,10,1000
0.85,88.49125820267308,10,1000
0.86,86.92178480112229,10,1000
0.87,87.29293374407283,10,1000
0.88,87.69421080419423,10,1000
0.89,86.47350360276398,10,1000
0.9,86.81181454210254,10,1000
0.91,87.17783234939773,10,1000
0.92,86.968018054987,10,1000
0.93,86.28416067150475,10,1000
0.94,86.26111908839904,10,1000
0.95,86.10375601959389,10,1000
0.96,85.9954306130374,10,1000
0.97,86.17573712882911,10,1000
0.98,85.13534918955472,10,1000
0.99,84.55108748943724,10,1000
1,85.15311841041066,10,1000
1.01,84.09519507372458,10,1000
1.02,84.33267953923011,10,1000
1.03,83.87930695216137,10,1000
1.04,83.94282665153986,10,1000
1.05,84.3242431276189,10,1000
1.06,83.83856014553696,10,1000
1.07,83.42375967801094,10,1000
1.08,83.56056909902252,10,1000
1.09,83.45352649790726,10,1000
1.1,82.41744958823391,10,1000
1.11,82.12207400711836,10,1000
1.12,82.38286347153833,10,1000
1.13,81.61587383901292,10,1000
1.14,82.4215299537573,10,1000
1.15,81.27609575418025,10,1000
1.16,81.21433500204338,10,1000
1.17,81.9293915740232,10,1000
1.18,81.13964605496416,10,1000
1.19,80.74077473860265,10,1000
1.2,81.21457441106247,10,1000
1.21,81.61048363417791,10,1000
1.22,81.3356013729135,10,1000
1.23,81.26856608545356,10,1000
1.24,80.59845056865063,10,1000
1.25,80.41156446540865,10,1000
1.26,80.89920496870704,10,1000
1.27,80.7091212711641,10,1000
1.28,79.93030099539726,10,1000
1.29,79.62408746200754,10,1000
1.3,80.33903709222643,10,1000
1.31,79.30951390612316,10,1000
1.32,79.32243095584434,10,1000
1.33,80.4423429692046,10,1000
1.34,79.7008985357306,10,1000
1.35,80.65230448047423,10,1000
1.36,79.08098262215451,10,1000
1.37,78.91156891768942,10,1000
1.38,79.3596167327444,10,1000
1.39,79.17355973248861,10,1000
1.4,79.493756877619,10,1000
1.41,79.34548983292318,10,1000
1.42,79.30186887444734,10,1000
1.43,79.00905139218177,10,1000
1.44,79.6681855491871,10,1000
1.45,79.06441808035153,10,1000
1.46,78.395921010944,10,1000
1.47,79.55831923968287,10,1000
1.48,79.04931810157008,10,1000
1.49,78.97019131968173,10,1000
1.5,79.09455633132768,10,1000
1.51,79.33340534441265,10,1000
1.52,78.43009029927717,10,1000
1.53,80.4017630122716,10,1000
1.54,78.208659191468,10,1000
1.55,79.37195381772642,10,1000
1.56,79.53355260806413,10,1000
1.57,78.90425379848905,10,1000
1.58,79.44026963197136,10,1000
1.59,78.52430261102624,10,1000
1.6,79.3550062589699,10,1000
1.61,79.86225393172106,10,1000
1.62,78.43156516806383,10,1000
1.63,78.6474989316767,10,1000
1.64,79.17071741503806,10,1000
1.65,78.95428272672657,10,1000
1.66,79.48051159302427,10,1000
1.67,79.16054749491924,10,1000
1.68,79.90850673635406,10,1000
1.69,79.74688254936619,10,1000
1.7,78.72947500410378,10,1000
1.71,79.94120574757041,10,1000
1.72,79.30429328900627,10,1000
1.73,78.33619995612715,10,1000
1.74,78.85459524589679,10,1000
1.75,78.82164069043303,10,1000
1.76,79.7640323630089,10,1000
1.77,79.72947227769578,10,1000
1.78,79.48241189612943,10,1000
1.79,80.70112743132552,10,1000
1.8,79.95185320917876,10,1000
1.81,79.0891706648215,10,1000
1.82,79.39802593643675,10,1000
1.83,80.02810663179123,10,1000
1.84,78.98531014179855,10,1000
1.85,79.78601411160872,10,1000
1.86,80.15641280348606,10,1000
1.87,79.06801813635663,10,1000
1.88,80.20255077244049,10,1000
1.89,79.45560389072993,10,1000
1.9,79.76320706791347,10,1000
1.91,80.13176658141089,10,1000
1.92,78.35865882332057,10,1000
1.93,79.00180928266451,10,1000
1.94,79.41947787110023,10,1000
1.95,79.79520501151917,10,1000
1.96,80.60710341333605,10,1000
1.97,79.43429220005582,10,1000
1.98,79.7855001572818,10,1000
1.99,79.65680317715216,10,1000
2,79.8297743326598,10,1000
2.01,79.5416704660198,10,1000
2.02,80.207738492662,10,1000
2.03,80.45415025703078,10,1000
2.04,79.77992995572205,10,1000
2.05,80.33976637068167,10,1000
2.06,79.34715326942359,10,1000
2.07,79.76217067683415,10,1000
2.08,80.00911659779554,10,1000
2.09,79.70029181004257,10,1000
2.1,79.99532445062924,10,1000
2.11,79.65871818509967,10,1000
2.12,80.15079379126736,10,1000
2.13,79.73652042983038,10,1000
2.14,79.81555778927739,10,1000
2.15,79.63354924787127,10,1000
2.16,80.79023444962186,10,1000
2.17,80.58839527289523,10,1000
2.18,79.83173234314188,10,1000
2.19,79.91920249129248,10,1000
2.2,79.89309505154857,10,1000
2.21,80.47642689221102,10,1000
2.22,79.41783466260523,10,1000
2.23,79.93834789118813,10,1000
2.24,80.24806516505126,10,1000
2.25,80.0891104953291,10,1000
2.26,79.85925448400542,10,1000
2.27,80.20443950169494,10,1000
2.28,79.63358956975594,10,1000
2.29,80.91959547952092,10,1000
2.3,80.48621001669251,10,1000
2.31,80.12018546889091,10,1000
2.32,80.45773082043866,10,1000
2.33,80.45976588343105,10,1000
2.34,80.76247114576925,10,1000
2.35,79.8024955801878,10,1000
2.36,79.0827067157227,10,1000
2.37,80.2493406958187,10,1000
2.38,80.21455817212156,10,1000
2.39,79.66931579825943,10,1000
2.4,80.29244226901251,10,1000
2.41,80.19905626051762,10,1000
2.42,79.97670000471037,10,1000
2.43,80.51171634525286,10,1000
2.44,79.49440517493379,10,1000
2.45,80.4174299551456,10,1000
2.46,79.98058070074816,10,1000
2.47,79.88308398294633,10,1000
2.48,79.8163212864522,10,1000
2.49,80.39949809736243,10,1000
2.5,80.12267104304995,10,1000
2.51,79.73558615345073,10,1000
2.52,80.12496380884434,10,1000
2.53,80.51478958771261,10,1000
2.54,80.47914442662749,10,1000
2.55,80.23154243984432,10,1000
2.56,79.9670037332093,10,1000
2.57,80.28090433728664,10,1000
2.58,80.68385439579305,10,1000
2.59,80.571382090497,10,1000
2.6,80.25137872266015,10,1000
2.61,80.79611353758683,10,1000
2.62,79.24741734413787,10,1000
2.63,80.52234681282557,10,1000
2.64,80.11243409069387,10,1000
2.65,79.80344486458583,10,1000
2.66,79.73611117577786,10,1000
2.67,79.81558716428783,10,1000
2.68,80.56490083086022,10,1000
2.69,80.78984644444768,10,1000
2.7,79.87215963183152,10,1000
2.71,79.98760365848217,10,1000
2.72,80.71055939344127,10,1000
2.73,79.6981323880983,10,1000
2.74,80.20039292297216,10,1000
2.75,79.62151572773567,10,1000
2.76,80.48656793386338,10,1000
2.77,80.18518944183329,10,1000
2.78,79.45251642642579,10,1000
2.79,79.34387332795586,10,1000
2.8,80.15661463351707,10,1000
2.81,79.79701412917281,10,1000
2.82,80.6823286691553,10,1000
2.83,79.60135592639853,10,1000
2.84,80.06886676088914,10,1000
2.85,79.27744415605842,10,1000
2.86,79.66408564051201,10,1000
2.87,79.67754024239042,10,1000
2.88,79.74825432158144,10,1000
2.89,80.43398526172147,10,1000
2.9,80.27229716498704,10,1000
2.91,79.81598341209906,10,1000
2.92,80.17399978189117,10,1000
2.93,79.25472830766881,10,1000
2.94,80.1680439541695,10,1000
2.95,79.75960536071882,10,1000
2.96,80.77398704177354,10,1000
2.97,80.15046014037569,10,1000
2.98,79.97658741205512,10,1000
