"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
0,0,80,3000
0.01,0,80,3000
0.02,0.7917206069982108,80,3000
0.03,2.001041978497229,80,3000
0.04,2.577065236852983,80,3000
0.05,4.323733089344641,80,3000
0.06,6.589893417376659,80,3000
0.07,8.057876994807517,80,3000
0.08,9.798844035415133,80,3000
0.09,12.576558777252924,80,3000
0.1,16.13455788990117,80,3000
0.11,18.603566180115777,80,3000
0.12,22.422408115647958,80,3000
0.13,26.32708512910886,80,3000
0.14,30.300677901177558,80,3000
0.15,33.05183474323537,80,3000
0.16,38.037611256782114,80,3000
0.17,40.16564367136516,80,3000
0.18,45.23313015855276,80,3000
0.19,48.74182940561122,80,3000
0.2,53.650461652444626,80,3000
0.21,58.18343821552499,80,3000
0.22,62.25248492702616,80,3000
0.23,66.1750218121906,80,3000
0.24,72.17930257633874,80,3000
0.25,75.6615590302969,80,3000
0.26,79.14105481436378,80,3000
0.27,83.97490670218589,80,3000
0.28,87.79647025476959,80,3000
0.29,91.84843970280035,80,3000
0.3,96.58778772113035,80,3000
0.31,101.32525173862231,80,3000
0.32,103.80968100929869,80,3000
0.33,108.12506059833963,80,3000
0.34,111.91432395166534,80,3000
0.35,116.38411577480402,80,3000
0.36,120.09829621742765,80,3000
0.37,123.040422747061,80,3000
0.38,126.66899031413817,80,3000
0.39,129.5771061058889,80,3000
0.4,133.85658294879002,80,3000
0.41,137.36126032780825,80,3000
0.42,139.48969147108104,80,3000
0.43,143.08106235249053,80,3000
0.44,145.2657746734644,80,3000
0.45,148.9889189017364,80,3000
0.46,151.3240038598369,80,3000
0.47,154.3043155060419,80,3000
0.48,155.4050233325276,80,3000
0.49,157.78120760703692,80,3000
0.5,160.14307922396614,80,3000
0.51,162.46321393037752,80,3000
0.52,164.17478127782374,80,3000
0.53,165.9788488285561,80,3000
0.54,168.55480275074746,80,3000
0.55,170.471010754775,80,3000
0.56,172.04688610642435,80,3000
0.57,173.40072330621845,80,3000
0.58,174.91769879201394,80,3000
0.59,176.4644262614365,80,3000
0.6,177.34455488000052,80,3000
0.61,177.6073469807793,80,3000
0.62,179.92972489969526,80,3000
0.63,179.5671632268974,80,3000
0.64,180.94021661590583,80,3000
0.65,181.71240264942637,80,3000
0.66,181.9375025678756,80,3000
0.67,183.5180769618071,80,3000
0.68,183.9786458590343,80,3000
0.69,183.754362919195,80,3000
0.7,183.76513348708744,80,3000
0.71,184.70814776690415,80,3000
0.72,184.81221089356816,80,3000
0.73,184.99873252370335,80,3000
0.74,184.27330002162898,80,3000
0.75,185.4620609702827,80,3000
0.76,185.18589969852957,80,3000
0.77,186.24857019487476,80,3000
0.78,185.6231966225921,80,3000
0.79,184.8890160319965,80,3000
0.8,184.908371534691,80,3000
0.81,185.90764188868343,80,3000
0.82,185.06643474692257,80,3000
0.83,185.05979336452054,80,3000
0.84,184.56649091701271,80,3000
0.85,185.0194653061416,80,3000
0.86,183.2929495791993,80,3000
0.87,183.49515821856818,80,3000
0.88,183.71670348142246,80,3000
0.89,182.30654282941939,80,3000
0.9,182.44671129357053,80,3000
0.91,182.60689257616653,80,3000
0.92,182.18450470670297,80,3000
0.93,181.2822555121465,80,3000
0.94,181.03588441004345,80,3000
0.95,180.65109635632012,80,3000
0.96,180.31205455067652,80,3000
0.97,180.25911930052374,80,3000
