"time","motormodellAufgabe3_me_FMU.M","motormodellAufgabe3_me_FMU.alpha","motormodellAufgabe3_me_FMU.N"
2.49,175.47268660818347,40,5000
2.5,175.19308888042028,40,5000
2.51,174.80321658650072,40,5000
2.52,175.18979803724025,40,5000
2.53,175.5768263076515,40,5000
2.54,175.53838940304612,40,5000
2.55,175.2880080855545,40,5000
2.56,175.02070869561288,40,5000
2.57,175.33187309326817,40,5000
2.58,175.73211685533218,40,5000
2.59,175.61697320949068,40,5000
2.6,175.29433812539253,40,5000
2.61,175.83648514923644,40,5000
2.62,174.28524903366318,40,5000
2.63,175.55769004652518,40,5000
2.64,175.14534359669378,40,5000
2.65,174.83397830846405,40,5000
2.66,174.76432884749693,40,5000
2.67,174.84155167656778,40,5000
2.68,175.58867682908837,40,5000
2.69,175.8115003281866,40,5000
2.7,174.89175928795527,40,5000
2.71,175.0052182059385,40,5000
2.72,175.72625893961003,40,5000
2.73,174.7119877966883,40,5000
2.74,175.2124755933728,40,5000
2.75,174.63189738571702,40,5000
2.76,175.49532043349467,40,5000
2.77,175.1923845784707,40,5000
2.78,174.45822576059996,40,5000
2.79,174.34816801997312,40,5000
2.8,175.15956528857146,40,5000
2.81,174.79869065275216,40,5000
2.82,175.68280013251052,40,5000
2.83,174.60069044183425,40,5000
2.84,175.06713136662216,40,5000
2.85,174.27470471038237,40,5000
2.86,174.66040672499707,40,5000
2.87,174.6729850738412,40,5000
2.88,174.7428846724688,40,5000
2.89,175.42786138880055,40,5000
2.9,175.26547774580916,40,5000
2.91,174.808525489122,40,5000
2.92,175.16595871389075,40,5000
2.93,174.24615772815392,40,5000
2.94,175.15899573650094,40,5000
2.95,174.75012958963458,40,5000
2.96,175.76413199102277,40,5000
2.97,175.14027225616599,40,5000
2.98,174.96611130202086,40,5000
2.99,175.50305405513697,40,5000
3,174.9183720124213,40,5000
3.01,175.25367090279482,40,5000
3.02,174.70364759029832,40,5000
3.03,175.42688078034357,40,5000
3.04,174.26055233303487,40,5000
3.05,175.02490251088128,40,5000
3.06,174.5494134730319,40,5000
3.07,175.55859589040855,40,5000
3.08,175.42912361585098,40,5000
3.09,174.90664408791488,40,5000
3.1,174.60367367699203,40,5000
3.11,174.50182984687063,40,5000
3.12,175.17154668715946,40,5000
3.13,174.9281075425935,40,5000
3.14,175.69900547426178,40,5000
3.15,174.81449034496492,40,5000
3.16,175.11430068737906,40,5000
3.17,174.70768978695816,40,5000
3.18,174.69807842821663,40,5000
3.19,175.13213514046373,40,5000
3.2,174.37897287797927,40,5000
3.21,174.34307625839512,40,5000
3.22,174.23477112348039,40,5000
3.23,174.83132254195746,40,5000
3.24,175.2781392860201,40,5000
3.25,174.73307109283348,40,5000
3.26,174.70635217056054,40,5000
3.27,174.76827210017538,40,5000
3.28,175.16432098799373,40,5000
3.29,174.1912646815089,40,5000
3.3,174.60033704178244,40,5000
3.31,174.68169708752527,40,5000
3.32,174.57223556476785,40,5000
3.33,175.02766297626735,40,5000
3.34,175.29376625753923,40,5000
3.35,174.2874770580808,40,5000
3.36,175.84147614579513,40,5000
3.37,174.9754314803452,40,5000
3.38,175.81881126002875,40,5000
3.39,175.124731966653,40,5000
3.4,175.12309192959884,40,5000
3.41,176.62799742871925,40,5000
3.42,174.55701567516647,40,5000
3.43,174.14908207419103,40,5000
3.44,175.14598249284737,40,5000
3.45,175.21377011115945,40,5000
3.46,175.405896765966,40,5000
3.47,175.14344312682263,40,5000
3.48,174.78120331413376,40,5000
3.49,174.46433122521086,40,5000
